DELTALAB	EX1100									
Param?tres de l'expÿrience										
Rouleau	essai sans rouleau									
Angle	6									
Longueur course	0.67									
Masse totale plateau	20.572									
Masse des halt?res	18									
Hauteur Saillie	3									
Date 	25/11/2015									
										
t(s)	Xp(m)	Vp(m/s)	w(rad)	W(rad/s)	N(N)	T(N)	Ec(J)	Ep(J)	En(J) 	Ratio(E)
0.00154	-0.0002	0	0.0025	0	0	-0.24	0	-0.0042	-0.0042	100
0.00372	-0.0004	-0.0919	0.0025	0	-0.24	-0.49	0.0868	-0.0084	0.0784	-928.309
0.00594	-0.0006	-0.0902	0.0025	0	-0.24	-0.49	0.0837	-0.0127	0.0711	-561.274
0.00808	-0.0008	-0.0936	0.0025	0	0	-0.24	0.09	-0.0169	0.0732	-433.374
0.01022	-0.001	-0.0936	0.0025	0	-0.73	-0.73	0.09	-0.0211	0.0689	-326.699
0.01236	-0.0012	-0.0936	0.0025	0	0	0	0.09	-0.0253	0.0647	-255.583
0.01445	-0.0014	-0.0953	0.0025	0	-0.24	-0.24	0.0935	-0.0295	0.0639	-216.395
0.01655	-0.0016	-0.0953	0.0025	0	-0.98	-0.73	0.0935	-0.0338	0.0597	-176.846
0.01865	-0.0018	-0.0953	0.0025	0	-0.49	-0.73	0.0935	-0.038	0.0555	-146.085
0.02071	-0.002	-0.094	0.0025	0	0.24	0	0.0908	-0.0422	0.0486	-115.116
0.02277	-0.0022	-0.0945	0.0025	0	-0.73	-0.98	0.0919	-0.0464	0.0455	-98.007
0.02475	-0.0024	-0.0957	0.0025	0	-0.24	-0.49	0.0943	-0.0506	0.0436	-86.121
0.02673	-0.0026	-0.0965	0.0025	0	0.24	0	0.0959	-0.0549	0.041	-74.735
0.02867	-0.0028	-0.0976	0.0025	0	-0.98	-1.22	0.0979	-0.0591	0.0389	-65.754
0.03061	-0.003	-0.0986	0.0025	0	-0.49	-0.49	0.1001	-0.0633	0.0368	-58.078
0.03251	-0.0032	-0.0997	0.0025	0	0.49	0.49	0.1023	-0.0675	0.0348	-51.466
0.03445	-0.0034	-0.1006	0.0025	0	-0.24	-0.24	0.1041	-0.0718	0.0324	-45.09
0.03631	-0.0036	-0.102	0.0025	0	-0.98	-0.49	0.1069	-0.076	0.031	-40.741
0.03821	-0.0038	-0.1029	0.0025	0	0	0	0.1089	-0.0802	0.0287	-35.758
0.04008	-0.004	-0.1041	0.0025	0	0.24	0	0.1114	-0.0844	0.027	-31.938
0.0419	-0.0042	-0.105	0.0025	0	-0.49	-0.73	0.1134	-0.0886	0.0248	-27.988
0.04368	-0.0044	-0.1062	0.0025	0	-0.49	-0.73	0.1161	-0.0929	0.0233	-25.041
0.0455	-0.0046	-0.107	0.0025	0	-0.24	-0.49	0.1178	-0.0971	0.0207	-21.299
0.04728	-0.0048	-0.108	0.0025	0	0	-0.24	0.12	-0.1013	0.0187	-18.465
0.04907	-0.005	-0.1088	0.0025	0	-0.24	-0.73	0.1217	-0.1055	0.0162	-15.364
0.05085	-0.0052	-0.1098	0.0025	0	-0.49	-0.49	0.1241	-0.1097	0.0144	-13.081
0.05263	-0.0054	-0.1104	0.0025	0	-0.24	-0.24	0.1253	-0.114	0.0113	-9.953
0.05441	-0.0056	-0.1112	0.0025	0	0	0.24	0.1271	-0.1182	0.009	-7.587
0.05615	-0.0058	-0.112	0.0025	0	-0.49	-0.24	0.129	-0.1224	0.0066	-5.418
0.05786	-0.006	-0.1128	0.0025	0	-0.49	-0.49	0.131	-0.1266	0.0043	-3.427
0.05956	-0.0062	-0.1134	0.0025	0	-0.24	-0.24	0.1323	-0.1308	0.0014	-1.091
0.06122	-0.0064	-0.1145	0.0025	0	-0.49	-0.49	0.1349	-0.1351	-0.0001	0.084
0.06289	-0.0066	-0.1154	0.0025	0	-0.49	-0.49	0.137	-0.1393	-0.0023	1.631
0.06451	-0.0068	-0.1166	0.0025	0	-0.49	-0.49	0.1398	-0.1435	-0.0037	2.556
0.06617	-0.007	-0.1175	0.0025	0	-0.49	-0.49	0.142	-0.1477	-0.0057	3.867
0.0678	-0.0072	-0.1187	0.0025	0	0	-0.49	0.145	-0.1519	-0.007	4.575
0.06942	-0.0074	-0.12	0.0025	0	-0.24	-0.49	0.1481	-0.1562	-0.0081	5.183
0.071	-0.0076	-0.1213	0.0025	0	-0.24	0	0.1512	-0.1604	-0.0091	5.699
0.07263	-0.0078	-0.1219	0.0025	0	-0.24	-0.49	0.1529	-0.1646	-0.0117	7.129
0.07421	-0.008	-0.1229	0.0025	0	-0.24	-0.24	0.1554	-0.1688	-0.0135	7.976
0.07576	-0.0082	-0.1239	0.0025	0	-0.49	-0.73	0.1579	-0.173	-0.0151	8.747
0.07734	-0.0084	-0.1246	0.0025	0	-0.49	-0.24	0.1596	-0.1773	-0.0176	9.941
0.07888	-0.0086	-0.1253	0.0025	0	-0.73	-0.49	0.1614	-0.1815	-0.0201	11.063
0.08043	-0.0088	-0.1263	0.0025	0	-0.24	-0.24	0.1641	-0.1857	-0.0216	11.63
0.08193	-0.009	-0.1274	0.0025	0	-0.24	-0.49	0.1669	-0.1899	-0.023	12.135
0.08348	-0.0092	-0.1281	0.0025	0	-0.49	-0.98	0.1688	-0.1941	-0.0254	13.074
0.08502	-0.0094	-0.1285	0.0025	0	-0.49	-0.98	0.1697	-0.1984	-0.0286	14.442
0.08653	-0.0096	-0.1296	0.0025	0	-0.49	-0.73	0.1726	-0.2026	-0.03	14.786
0.08799	-0.0098	-0.1307	0.0025	0	0	-0.49	0.1756	-0.2068	-0.0312	15.08
0.0895	-0.01	-0.131	0.0025	0	-0.49	-0.49	0.1766	-0.211	-0.0344	16.298
0.09096	-0.0102	-0.1322	0.0025	0	-0.73	-0.49	0.1797	-0.2153	-0.0355	16.502
0.09243	-0.0104	-0.133	0.0025	0	-0.49	-0.49	0.1818	-0.2195	-0.0376	17.147
0.09389	-0.0106	-0.1337	0.0025	0	-0.24	-0.24	0.184	-0.2237	-0.0397	17.751
0.09532	-0.0108	-0.1345	0.0025	0	-0.24	0	0.1862	-0.2279	-0.0417	18.316
0.09678	-0.011	-0.1353	0.0025	0	-0.24	0	0.1884	-0.2321	-0.0437	18.844
0.09821	-0.0112	-0.1366	0.0025	0	0	0	0.1918	-0.2364	-0.0446	18.85
0.09968	-0.0114	-0.137	0.0025	0	-0.24	-0.24	0.193	-0.2406	-0.0476	19.793
0.1011	-0.0116	-0.1374	0.0025	0	-0.24	-0.49	0.1941	-0.2448	-0.0507	20.699
0.10257	-0.0118	-0.1378	0.0025	0	-0.49	-0.73	0.1953	-0.249	-0.0537	21.57
0.10399	-0.012	-0.1382	0.0025	0	-0.24	-0.73	0.1965	-0.2532	-0.0567	22.407
0.10542	-0.0122	-0.1386	0.0025	0	-0.24	-0.73	0.1977	-0.2575	-0.0598	23.213
0.10684	-0.0124	-0.1391	0.0025	0	-0.49	-0.73	0.1989	-0.2617	-0.0628	23.989
0.10827	-0.0126	-0.1391	0.0025	0	-0.49	-0.73	0.1989	-0.2659	-0.067	25.195
0.10965	-0.0128	-0.1399	0.0025	0	-0.49	-0.49	0.2014	-0.2701	-0.0688	25.455
0.11108	-0.013	-0.1399	0.0025	0	-0.24	-0.49	0.2014	-0.2743	-0.073	26.602
0.11247	-0.0132	-0.1408	0.0025	0	-0.24	-0.24	0.2039	-0.2786	-0.0747	26.816
0.11385	-0.0134	-0.1412	0.0025	0	-0.24	-0.49	0.2051	-0.2828	-0.0777	27.46
0.11524	-0.0136	-0.1421	0.0025	0	0	0	0.2077	-0.287	-0.0793	27.631
0.11662	-0.0138	-0.1425	0.0025	0	-0.24	-0.24	0.209	-0.2912	-0.0822	28.232
0.11801	-0.014	-0.143	0.0025	0	-0.24	0	0.2103	-0.2954	-0.0851	28.811
0.1194	-0.0142	-0.1434	0.0025	0	-0.49	-0.49	0.2117	-0.2997	-0.088	29.37
0.12078	-0.0144	-0.1439	0.0025	0	-0.49	-0.73	0.213	-0.3039	-0.0909	29.91
0.12213	-0.0146	-0.1444	0.0025	0	-0.24	-0.73	0.2143	-0.3081	-0.0938	30.43
0.12348	-0.0148	-0.1453	0.0025	0	-0.24	-0.49	0.2171	-0.3123	-0.0952	30.491
0.12486	-0.015	-0.1453	0.0025	0	-0.24	-0.73	0.2171	-0.3165	-0.0995	31.417
0.12621	-0.0152	-0.1457	0.0025	0	-0.49	-0.98	0.2185	-0.3208	-0.1023	31.885
0.12755	-0.0154	-0.1462	0.0025	0	-0.49	-0.73	0.2199	-0.325	-0.1051	32.337
0.12886	-0.0156	-0.1472	0.0025	0	-0.24	-0.49	0.2228	-0.3292	-0.1065	32.337
0.13021	-0.0158	-0.1476	0.0025	0	-0.24	-0.24	0.2242	-0.3334	-0.1092	32.759
0.13151	-0.016	-0.1486	0.0025	0	0	-0.24	0.2271	-0.3376	-0.1105	32.729
0.13286	-0.0162	-0.1491	0.0025	0	-0.24	-0.24	0.2286	-0.3419	-0.1132	33.123
0.13417	-0.0164	-0.1496	0.0025	0	-0.49	-0.24	0.2301	-0.3461	-0.116	33.503
0.13547	-0.0166	-0.1501	0.0025	0	-0.24	0	0.2317	-0.3503	-0.1186	33.87
0.13678	-0.0168	-0.1511	0.0025	0	-0.49	-0.24	0.2348	-0.3545	-0.1198	33.786
0.13809	-0.017	-0.1516	0.0025	0	-0.49	-0.24	0.2363	-0.3588	-0.1224	34.128
0.13936	-0.0172	-0.1526	0.0025	0	-0.24	-0.49	0.2395	-0.363	-0.1235	34.017
0.14066	-0.0174	-0.1526	0.0025	0	-0.49	-0.49	0.2395	-0.3672	-0.1277	34.775
0.14193	-0.0176	-0.1536	0.0025	0	-0.49	-0.98	0.2427	-0.3714	-0.1287	34.642
0.1432	-0.0178	-0.1541	0.0025	0	-1.46	-1.22	0.2444	-0.3756	-0.1312	34.938
0.14446	-0.018	-0.1552	0.0025	0	-0.49	-0.73	0.2477	-0.3799	-0.1321	34.779
0.14573	-0.0182	-0.1557	0.0025	0	-0.49	-0.73	0.2494	-0.3841	-0.1346	35.053
0.147	-0.0184	-0.1563	0.0025	0	0	-0.49	0.2512	-0.3883	-0.1371	35.317
0.14823	-0.0186	-0.1573	0.0025	0	-0.24	-0.73	0.2547	-0.3925	-0.1379	35.124
0.14949	-0.0188	-0.1579	0.0025	0	-0.24	-0.49	0.2564	-0.3967	-0.1403	35.368
0.15072	-0.019	-0.1584	0.0025	0	-0.24	-0.49	0.2582	-0.401	-0.1427	35.601
0.15199	-0.0192	-0.159	0.0025	0	-0.24	-0.24	0.26	-0.4052	-0.1452	35.826
0.15322	-0.0194	-0.1596	0.0025	0	-0.49	-0.49	0.2618	-0.4094	-0.1476	36.041
0.15444	-0.0196	-0.1601	0.0025	0	-0.73	-0.73	0.2637	-0.4136	-0.1499	36.247
0.15567	-0.0198	-0.1607	0.0025	0	-0.73	-0.49	0.2656	-0.4178	-0.1523	36.444
0.15686	-0.02	-0.1618	0.0025	0	-0.24	0	0.2694	-0.4221	-0.1527	36.181
0.15813	-0.0202	-0.1618	0.0025	0	0.24	0.98	0.2694	-0.4263	-0.1569	36.813
0.15931	-0.0204	-0.1624	0.0025	0	0.24	0.24	0.2713	-0.4305	-0.1592	36.984
0.16054	-0.0206	-0.163	0.0025	0	0	-0.49	0.2732	-0.4347	-0.1615	37.148
0.16177	-0.0208	-0.163	0.0025	0	-0.49	-0.73	0.2732	-0.4389	-0.1657	37.752
0.163	-0.021	-0.1636	0.0025	0	-0.24	-0.49	0.2752	-0.4432	-0.168	37.901
0.16419	-0.0212	-0.1642	0.0025	0	-0.24	-0.49	0.2772	-0.4474	-0.1702	38.042
0.16533	-0.0214	-0.1654	0.0025	0	-0.24	-0.73	0.2812	-0.4516	-0.1704	37.725
0.16652	-0.0216	-0.166	0.0025	0	0.24	-0.73	0.2833	-0.4558	-0.1725	37.85
0.16767	-0.0218	-0.1666	0.0025	0	-0.49	-0.73	0.2854	-0.46	-0.1747	37.969
0.16882	-0.022	-0.1684	0.0025	0	-0.24	-0.49	0.2918	-0.4643	-0.1725	37.159
0.16993	-0.0222	-0.1697	0.0025	0	0	-0.24	0.2961	-0.4685	-0.1724	36.792
0.17108	-0.0224	-0.1709	0.0025	0	0	0	0.3006	-0.4727	-0.1721	36.411
0.17222	-0.0226	-0.1722	0.0025	0	-0.49	-0.24	0.3052	-0.4769	-0.1718	36.015
0.17333	-0.0228	-0.1742	0.0025	0	-0.49	-0.24	0.3122	-0.4812	-0.1689	35.11
0.17448	-0.023	-0.1749	0.0025	0	-0.24	-0.49	0.3146	-0.4854	-0.1707	35.178
0.17563	-0.0232	-0.1749	0.0025	0	0	0	0.3146	-0.4896	-0.175	35.737
0.17678	-0.0234	-0.1756	0.0025	0	0	0.24	0.3171	-0.4938	-0.1768	35.793
0.17793	-0.0236	-0.1756	0.0025	0	-0.49	-0.24	0.3171	-0.498	-0.181	36.338
0.17907	-0.0238	-0.1756	0.0025	0	-0.73	-0.98	0.3171	-0.5023	-0.1852	36.873
0.18026	-0.024	-0.1742	0.0025	0	-0.98	-0.98	0.3122	-0.5065	-0.1943	38.354
0.18141	-0.0242	-0.1742	0.0025	0	-0.24	-0.73	0.3122	-0.5107	-0.1985	38.864
0.1826	-0.0244	-0.1736	0.0025	0	0.49	-0.49	0.3098	-0.5149	-0.2051	39.827
0.18375	-0.0246	-0.1729	0.0025	0	-0.24	-0.98	0.3075	-0.5191	-0.2116	40.769
0.1849	-0.0248	-0.1729	0.0025	0	-0.24	-0.49	0.3075	-0.5234	-0.2159	41.247
0.18604	-0.025	-0.1729	0.0025	0	-0.24	-0.73	0.3075	-0.5276	-0.2201	41.717
0.18723	-0.0252	-0.1722	0.0025	0	-0.24	-0.73	0.3052	-0.5318	-0.2266	42.617
0.18838	-0.0254	-0.1722	0.0025	0	-0.49	-0.98	0.3052	-0.536	-0.2309	43.069
0.18949	-0.0256	-0.1729	0.0025	0	-0.49	-0.49	0.3075	-0.5402	-0.2328	43.083
0.19064	-0.0258	-0.1736	0.0025	0	-0.49	-0.73	0.3098	-0.5445	-0.2346	43.092
0.19175	-0.026	-0.1742	0.0025	0	-0.49	-0.49	0.3122	-0.5487	-0.2365	43.096
0.19282	-0.0262	-0.1762	0.0025	0	-0.49	-0.73	0.3195	-0.5529	-0.2334	42.21
0.19393	-0.0264	-0.1769	0.0025	0	-0.24	0.24	0.322	-0.5571	-0.2351	42.2
0.19499	-0.0266	-0.1783	0.0025	0	0	0.24	0.3271	-0.5613	-0.2343	41.732
0.19606	-0.0268	-0.1797	0.0025	0	0	0	0.3323	-0.5656	-0.2333	41.249
0.19713	-0.027	-0.1819	0.0025	0	-0.24	-0.24	0.3403	-0.5698	-0.2295	40.276
0.19824	-0.0272	-0.1826	0.0025	0	-0.49	-0.49	0.343	-0.574	-0.231	40.238
0.19931	-0.0274	-0.1834	0.0025	0	-0.49	-0.73	0.3458	-0.5782	-0.2324	40.195
0.20038	-0.0276	-0.1848	0.0025	0	-0.24	0	0.3515	-0.5824	-0.231	39.659
0.20145	-0.0278	-0.1856	0.0025	0	0	-0.24	0.3543	-0.5867	-0.2323	39.603
0.20256	-0.028	-0.1848	0.0025	0	-0.24	-0.49	0.3515	-0.5909	-0.2394	40.521
0.20363	-0.0282	-0.1856	0.0025	0	-0.49	-0.73	0.3543	-0.5951	-0.2408	40.46
0.2047	-0.0284	-0.1856	0.0025	0	-0.73	-1.22	0.3543	-0.5993	-0.245	40.879
0.20577	-0.0286	-0.1856	0.0025	0	-0.73	-0.98	0.3543	-0.6035	-0.2492	41.292
0.20684	-0.0288	-0.1856	0.0025	0	0	-0.24	0.3543	-0.6078	-0.2534	41.7
0.2079	-0.029	-0.1864	0.0025	0	0	-0.24	0.3572	-0.612	-0.2547	41.626
0.20897	-0.0292	-0.1864	0.0025	0	0	0	0.3572	-0.6162	-0.259	42.026
0.21004	-0.0294	-0.1864	0.0025	0	-0.24	-0.49	0.3572	-0.6204	-0.2632	42.421
0.21111	-0.0296	-0.1864	0.0025	0	-0.73	-0.98	0.3572	-0.6247	-0.2674	42.81
0.21218	-0.0298	-0.1871	0.0025	0	-0.73	-0.73	0.3602	-0.6289	-0.2687	42.725
0.21321	-0.03	-0.1879	0.0025	0	-0.73	-0.49	0.3632	-0.6331	-0.2699	42.636
0.21428	-0.0302	-0.1879	0.0025	0	-0.49	-0.24	0.3632	-0.6373	-0.2741	43.016
0.21531	-0.0304	-0.1887	0.0025	0	0	0.49	0.3662	-0.6415	-0.2753	42.92
0.21638	-0.0306	-0.1887	0.0025	0	0.24	0	0.3662	-0.6458	-0.2796	43.293
0.21741	-0.0308	-0.1895	0.0025	0	-0.24	-0.24	0.3692	-0.65	-0.2807	43.19
0.21844	-0.031	-0.1903	0.0025	0	-0.49	-0.73	0.3723	-0.6542	-0.2819	43.084
0.21947	-0.0312	-0.1911	0.0025	0	-0.98	-0.73	0.3755	-0.6584	-0.2829	42.972
0.22054	-0.0314	-0.1911	0.0025	0	-0.73	-0.73	0.3755	-0.6626	-0.2872	43.336
0.22157	-0.0316	-0.1919	0.0025	0	-0.49	-0.24	0.3787	-0.6669	-0.2882	43.218
0.2226	-0.0318	-0.1919	0.0025	0	0	-0.24	0.3787	-0.6711	-0.2924	43.575
0.22363	-0.032	-0.1927	0.0025	0	0.24	-0.24	0.3819	-0.6753	-0.2934	43.452
0.22466	-0.0322	-0.1927	0.0025	0	-0.24	-0.49	0.3819	-0.6795	-0.2976	43.803
0.22569	-0.0324	-0.1935	0.0025	0	-0.73	-0.98	0.3851	-0.6837	-0.2986	43.673
0.22668	-0.0326	-0.1943	0.0025	0	-0.49	-0.73	0.3884	-0.688	-0.2995	43.539
0.2277	-0.0328	-0.1943	0.0025	0	-0.49	-0.98	0.3884	-0.6922	-0.3038	43.884
0.22869	-0.033	-0.1952	0.0025	0	-0.24	-0.49	0.3918	-0.6964	-0.3046	43.744
0.22968	-0.0332	-0.1968	0.0025	0	-0.24	-0.49	0.3986	-0.7006	-0.302	43.111
0.23071	-0.0334	-0.1968	0.0025	0	-0.49	-0.49	0.3986	-0.7048	-0.3063	43.451
0.2317	-0.0336	-0.1977	0.0025	0	-0.24	-0.49	0.4021	-0.7091	-0.307	43.298
0.23269	-0.0338	-0.1986	0.0025	0	-0.49	-0.24	0.4056	-0.7133	-0.3077	43.14
0.23368	-0.034	-0.1994	0.0025	0	-0.24	-0.24	0.4091	-0.7175	-0.3084	42.977
0.23467	-0.0342	-0.2003	0.0025	0	-0.24	-0.24	0.4128	-0.7217	-0.309	42.811
0.23566	-0.0344	-0.2003	0.0025	0	-0.24	0	0.4128	-0.7259	-0.3132	43.143
0.23661	-0.0346	-0.2021	0.0025	0	-0.24	-0.24	0.4201	-0.7302	-0.31	42.462
0.2376	-0.0348	-0.2021	0.0025	0	-0.49	-0.24	0.4201	-0.7344	-0.3143	42.793
0.23859	-0.035	-0.2021	0.0025	0	-0.24	-0.24	0.4201	-0.7386	-0.3185	43.12
0.23958	-0.0352	-0.203	0.0025	0	-0.24	-0.49	0.4239	-0.7428	-0.3189	42.937
0.24058	-0.0354	-0.203	0.0025	0	-0.49	-0.49	0.4239	-0.747	-0.3232	43.259
0.24153	-0.0356	-0.2039	0.0025	0	-0.49	-0.49	0.4277	-0.7513	-0.3236	43.071
0.24252	-0.0358	-0.2039	0.0025	0	-0.49	-0.98	0.4277	-0.7555	-0.3278	43.389
0.24351	-0.036	-0.2039	0.0025	0	-0.24	-0.49	0.4277	-0.7597	-0.332	43.703
0.2445	-0.0362	-0.2039	0.0025	0	-0.24	-0.73	0.4277	-0.7639	-0.3362	44.015
0.24549	-0.0364	-0.203	0.0025	0	-0.49	-0.49	0.4239	-0.7682	-0.3443	44.818
0.24648	-0.0366	-0.203	0.0025	0	-0.49	-0.73	0.4239	-0.7724	-0.3485	45.12
0.24747	-0.0368	-0.203	0.0025	0	-0.24	-0.49	0.4239	-0.7766	-0.3527	45.418
0.24842	-0.037	-0.2039	0.0025	0	-0.49	-0.98	0.4277	-0.7808	-0.3531	45.225
0.24941	-0.0372	-0.2039	0.0025	0	-0.49	-0.49	0.4277	-0.785	-0.3573	45.52
0.25036	-0.0374	-0.2039	0.0025	0	-0.24	-0.73	0.4277	-0.7893	-0.3616	45.811
0.25135	-0.0376	-0.2039	0.0025	0	-0.49	-0.49	0.4277	-0.7935	-0.3658	46.099
0.2523	-0.0378	-0.2048	0.0025	0	-0.24	-0.49	0.4316	-0.7977	-0.3661	45.9
0.25329	-0.038	-0.2048	0.0025	0	-0.24	-0.24	0.4316	-0.8019	-0.3704	46.185
0.25424	-0.0382	-0.2058	0.0025	0	-0.49	-0.24	0.4355	-0.8061	-0.3707	45.981
0.25519	-0.0384	-0.2067	0.0025	0	-0.24	0	0.4394	-0.8104	-0.3709	45.773
0.25618	-0.0386	-0.2067	0.0025	0	0.24	0.24	0.4394	-0.8146	-0.3751	46.054
0.25713	-0.0388	-0.2067	0.0025	0	0	0.24	0.4394	-0.8188	-0.3794	46.332
0.25808	-0.039	-0.2076	0.0025	0	0	0	0.4435	-0.823	-0.3796	46.118
0.25903	-0.0392	-0.2076	0.0025	0	-0.24	-0.24	0.4435	-0.8272	-0.3838	46.393
0.25998	-0.0394	-0.2086	0.0025	0	0	-0.24	0.4475	-0.8315	-0.3839	46.175
0.26093	-0.0396	-0.2086	0.0025	0	0	0	0.4475	-0.8357	-0.3881	46.447
0.26184	-0.0398	-0.2105	0.0025	0	-0.24	-0.49	0.4559	-0.8399	-0.384	45.724
0.26279	-0.04	-0.2105	0.0025	0	-0.24	-0.49	0.4559	-0.8441	-0.3883	45.996
0.26374	-0.0402	-0.2105	0.0025	0	-0.24	-0.73	0.4559	-0.8483	-0.3925	46.265
0.26469	-0.0404	-0.2115	0.0025	0	-0.24	-0.49	0.4601	-0.8526	-0.3925	46.032
0.26564	-0.0406	-0.2115	0.0025	0	-0.49	-0.98	0.4601	-0.8568	-0.3967	46.298
0.26659	-0.0408	-0.2115	0.0025	0	-0.49	-0.49	0.4601	-0.861	-0.4009	46.561
0.26754	-0.041	-0.2115	0.0025	0	-0.24	-0.73	0.4601	-0.8652	-0.4051	46.822
0.26845	-0.0412	-0.2125	0.0025	0	-0.24	-0.49	0.4644	-0.8694	-0.405	46.584
0.2694	-0.0414	-0.2125	0.0025	0	0.24	0.24	0.4644	-0.8737	-0.4092	46.842
0.27035	-0.0416	-0.2115	0.0025	0	-0.24	-0.49	0.4601	-0.8779	-0.4178	47.589
0.27131	-0.0418	-0.2115	0.0025	0	-0.49	-0.49	0.4601	-0.8821	-0.422	47.84
0.27222	-0.042	-0.2125	0.0025	0	-0.49	-0.24	0.4644	-0.8863	-0.4219	47.602
0.27317	-0.0422	-0.2125	0.0025	0	-0.49	-0.73	0.4644	-0.8905	-0.4261	47.85
0.27412	-0.0424	-0.2125	0.0025	0	-0.24	-0.24	0.4644	-0.8948	-0.4303	48.096
0.27507	-0.0426	-0.2125	0.0025	0	-0.24	-0.24	0.4644	-0.899	-0.4346	48.34
0.27598	-0.0428	-0.2135	0.0025	0	-0.24	-0.24	0.4688	-0.9032	-0.4344	48.097
0.27689	-0.043	-0.2135	0.0025	0	-0.49	-0.49	0.4688	-0.9074	-0.4386	48.339
0.27784	-0.0432	-0.2135	0.0025	0	-0.73	-0.49	0.4688	-0.9117	-0.4429	48.578
0.27871	-0.0434	-0.2155	0.0025	0	-0.49	-0.98	0.4777	-0.9159	-0.4382	47.84
0.27962	-0.0436	-0.2165	0.0025	0	-0.49	-0.73	0.4823	-0.9201	-0.4378	47.583
0.28053	-0.0438	-0.2165	0.0025	0	-0.49	-0.24	0.4823	-0.9243	-0.442	47.823
0.2814	-0.044	-0.2186	0.0025	0	-0.49	-0.49	0.4916	-0.9285	-0.4369	47.056
0.28231	-0.0442	-0.2197	0.0025	0	-0.49	-0.73	0.4964	-0.9328	-0.4364	46.785
0.28323	-0.0444	-0.2207	0.0025	0	-0.49	-1.22	0.5012	-0.937	-0.4358	46.51
0.2841	-0.0446	-0.2218	0.0025	0	-0.73	-1.22	0.5061	-0.9412	-0.4351	46.229
0.28501	-0.0448	-0.2218	0.0025	0	-0.24	-0.73	0.5061	-0.9454	-0.4393	46.469
0.28592	-0.045	-0.2229	0.0025	0	-0.49	-0.98	0.5111	-0.9496	-0.4386	46.183
0.28683	-0.0452	-0.2218	0.0025	0	-0.24	-0.73	0.5061	-0.9539	-0.4478	46.942
0.28774	-0.0454	-0.2218	0.0025	0	0	-0.24	0.5061	-0.9581	-0.452	47.176
0.28865	-0.0456	-0.2218	0.0025	0	0	-0.24	0.5061	-0.9623	-0.4562	47.408
0.28956	-0.0458	-0.2207	0.0025	0	-0.49	-0.49	0.5012	-0.9665	-0.4653	48.145
0.29047	-0.046	-0.2207	0.0025	0	-0.24	-0.24	0.5012	-0.9707	-0.4695	48.37
0.29134	-0.0462	-0.2218	0.0025	0	-0.49	-0.73	0.5061	-0.975	-0.4689	48.091
0.29225	-0.0464	-0.2207	0.0025	0	-0.24	-0.24	0.5012	-0.9792	-0.478	48.815
0.29313	-0.0466	-0.2218	0.0025	0	0.24	0.24	0.5061	-0.9834	-0.4773	48.536
0.294	-0.0468	-0.2229	0.0025	0	0.49	0.73	0.5111	-0.9876	-0.4766	48.253
0.29491	-0.047	-0.2229	0.0025	0	0.49	0.73	0.5111	-0.9918	-0.4808	48.473
0.29578	-0.0472	-0.224	0.0025	0	-0.24	0	0.5161	-0.9961	-0.4799	48.185
0.29665	-0.0474	-0.2251	0.0025	0	-0.49	-0.49	0.5212	-1.0003	-0.479	47.891
0.29752	-0.0476	-0.2262	0.0025	0	-1.22	-1.22	0.5264	-1.0045	-0.4781	47.592
0.29839	-0.0478	-0.2274	0.0025	0	-0.98	-0.98	0.5317	-1.0087	-0.477	47.288
0.2993	-0.048	-0.2262	0.0025	0	-0.73	-0.98	0.5264	-1.0129	-0.4865	48.029
0.30017	-0.0482	-0.2274	0.0025	0	-0.49	-0.49	0.5317	-1.0172	-0.4855	47.726
0.30105	-0.0484	-0.2274	0.0025	0	-0.24	-0.49	0.5317	-1.0214	-0.4897	47.942
0.30192	-0.0486	-0.2274	0.0025	0	-0.24	-0.49	0.5317	-1.0256	-0.4939	48.156
0.30275	-0.0488	-0.2297	0.0025	0	-0.49	-0.49	0.5425	-1.0298	-0.4873	47.32
0.30362	-0.049	-0.2297	0.0025	0	-0.49	-0.98	0.5425	-1.0341	-0.4915	47.535
0.30449	-0.0492	-0.2297	0.0025	0	-0.49	-0.98	0.5425	-1.0383	-0.4958	47.749
0.30536	-0.0494	-0.2297	0.0025	0	-0.73	-0.98	0.5425	-1.0425	-0.5	47.96
0.30619	-0.0496	-0.2308	0.0025	0	-0.49	-0.49	0.548	-1.0467	-0.4987	47.642
0.30706	-0.0498	-0.232	0.0025	0	-0.49	-0.98	0.5536	-1.0509	-0.4973	47.319
0.30794	-0.05	-0.232	0.0025	0	-0.24	-0.49	0.5536	-1.0552	-0.5015	47.53
0.30881	-0.0502	-0.232	0.0025	0	-0.24	-0.24	0.5536	-1.0594	-0.5057	47.739
0.30968	-0.0504	-0.232	0.0025	0	0	0	0.5536	-1.0636	-0.51	47.946
0.31051	-0.0506	-0.232	0.0025	0	0	-0.24	0.5536	-1.0678	-0.5142	48.152
0.31138	-0.0508	-0.232	0.0025	0	0	-0.24	0.5536	-1.072	-0.5184	48.356
0.31225	-0.051	-0.232	0.0025	0	0	0	0.5536	-1.0763	-0.5226	48.559
0.31308	-0.0512	-0.2332	0.0025	0	-0.24	0	0.5593	-1.0805	-0.5211	48.233
0.31392	-0.0514	-0.2332	0.0025	0	-0.24	-0.24	0.5593	-1.0847	-0.5254	48.434
0.31475	-0.0516	-0.2344	0.0025	0	-0.24	0	0.5651	-1.0889	-0.5238	48.103
