DELTALAB	EX1100									
Param?tres de l'expÿrience										
Rouleau	essai sans rouleau									
Angle	6									
Longueur course	0.67									
Masse totale plateau	20.572									
Masse des halt?res	18									
Hauteur Saillie	3									
Date 	25/11/2015									
										
t(s)	Xp(m)	Vp(m/s)	w(rad)	W(rad/s)	N(N)	T(N)	Ec(J)	Ep(J)	En(J) 	Ratio(E)
0.62664	-0.1503	-0.4024	0.0025	0	-1.46	-1.95	1.6657	-3.1697	-1.504	47.45
0.62712	-0.1505	-0.4024	0.0025	0	-0.73	-0.98	1.6656	-3.1739	-1.5083	47.521
0.62763	-0.1507	-0.4024	0.0025	0	-0.24	-0.49	1.6656	-3.1781	-1.5125	47.591
0.62811	-0.1509	-0.4024	0.0025	0	0	-0.24	1.6657	-3.1823	-1.5167	47.659
0.62862	-0.1511	-0.4024	0.0025	0	0	-0.49	1.6657	-3.1866	-1.5209	47.729
0.6291	-0.1513	-0.406	0.0025	0	-0.24	-0.49	1.6955	-3.1908	-1.4953	46.862
0.62961	-0.1515	-0.4024	0.0025	0	-0.98	-1.22	1.6657	-3.195	-1.5293	47.867
0.63013	-0.1517	-0.4024	0.0025	0	-1.46	-1.71	1.6657	-3.1992	-1.5336	47.936
0.6306	-0.1519	-0.4024	0.0025	0	-1.71	-1.95	1.6656	-3.2034	-1.5378	48.005
0.63112	-0.1521	-0.4024	0.0025	0	-1.46	-1.46	1.6656	-3.2077	-1.542	48.073
0.63159	-0.1523	-0.4024	0.0025	0	-0.73	-1.22	1.6657	-3.2119	-1.5462	48.141
0.63211	-0.1525	-0.4024	0.0025	0	-0.24	-0.24	1.6657	-3.2161	-1.5504	48.209
0.63262	-0.1527	-0.3989	0.0025	0	0.73	0.98	1.6365	-3.2203	-1.5838	49.181
0.6331	-0.1529	-0.4024	0.0025	0	1.71	1.71	1.6657	-3.2245	-1.5589	48.344
0.63361	-0.1531	-0.3989	0.0025	0	2.44	2.69	1.6366	-3.2288	-1.5922	49.313
0.63409	-0.1533	-0.4024	0.0025	0	2.69	2.69	1.6656	-3.233	-1.5674	48.48
0.6346	-0.1535	-0.4024	0.0025	0	2.2	1.95	1.6656	-3.2372	-1.5716	48.547
0.63508	-0.1537	-0.4024	0.0025	0	1.46	1.71	1.6657	-3.2414	-1.5758	48.613
0.63559	-0.1539	-0.4024	0.0025	0	0.24	0.49	1.6657	-3.2457	-1.58	48.68
0.63607	-0.1541	-0.4024	0.0025	0	-0.73	-0.73	1.6656	-3.2499	-1.5842	48.748
0.63654	-0.1543	-0.406	0.0025	0	-1.71	-1.71	1.6955	-3.2541	-1.5586	47.895
0.63706	-0.1545	-0.406	0.0025	0	-2.44	-2.44	1.6955	-3.2583	-1.5628	47.963
0.63753	-0.1547	-0.406	0.0025	0	-2.69	-2.69	1.6955	-3.2625	-1.567	48.031
0.63801	-0.1549	-0.4097	0.0025	0	-2.69	-2.44	1.7262	-3.2668	-1.5406	47.159
0.63848	-0.1551	-0.4097	0.0025	0	-1.95	-2.2	1.7262	-3.271	-1.5448	47.226
0.63896	-0.1553	-0.4134	0.0025	0	-1.46	-1.22	1.7578	-3.2752	-1.5174	46.331
0.63947	-0.1555	-0.4097	0.0025	0	-0.73	-0.98	1.7262	-3.2794	-1.5532	47.363
0.63995	-0.1557	-0.4134	0.0025	0	-0.49	-0.73	1.7578	-3.2836	-1.5259	46.469
0.64042	-0.1559	-0.4134	0.0025	0	-0.24	-0.24	1.7578	-3.2879	-1.5301	46.538
0.6409	-0.1561	-0.4134	0.0025	0	-0.24	-0.24	1.7577	-3.2921	-1.5344	46.608
0.64141	-0.1563	-0.4134	0.0025	0	-0.49	-0.49	1.7577	-3.2963	-1.5386	46.676
0.64189	-0.1565	-0.4134	0.0025	0	-0.49	-0.73	1.7578	-3.3005	-1.5428	46.743
0.64236	-0.1567	-0.4134	0.0025	0	-0.49	-0.98	1.7578	-3.3047	-1.547	46.811
0.64284	-0.1569	-0.4134	0.0025	0	-0.24	-0.24	1.7577	-3.309	-1.5512	46.88
0.64335	-0.1571	-0.4097	0.0025	0	0.24	0	1.7262	-3.3132	-1.587	47.898
0.64383	-0.1573	-0.4134	0.0025	0	0.73	0.24	1.7578	-3.3174	-1.5597	47.014
0.64435	-0.1575	-0.4097	0.0025	0	0.98	0.73	1.7262	-3.3216	-1.5954	48.032
0.64482	-0.1577	-0.4097	0.0025	0	1.71	1.22	1.7262	-3.3258	-1.5996	48.098
0.6453	-0.1579	-0.4097	0.0025	0	1.71	0.98	1.7262	-3.3301	-1.6038	48.162
0.64581	-0.1581	-0.4097	0.0025	0	1.46	0.98	1.7262	-3.3343	-1.6081	48.228
0.64629	-0.1583	-0.4097	0.0025	0	1.46	0.98	1.7262	-3.3385	-1.6123	48.294
0.6468	-0.1585	-0.406	0.0025	0	0.98	0.73	1.6955	-3.3427	-1.6472	49.277
0.64728	-0.1587	-0.406	0.0025	0	0.98	0.49	1.6955	-3.3469	-1.6514	49.341
0.64775	-0.1589	-0.4097	0.0025	0	0.49	0.49	1.7262	-3.3512	-1.625	48.49
0.64827	-0.1591	-0.406	0.0025	0	0.49	0.24	1.6955	-3.3554	-1.6599	49.469
0.64874	-0.1593	-0.4097	0.0025	0	0.49	0.24	1.7262	-3.3596	-1.6334	48.618
0.64922	-0.1595	-0.4097	0.0025	0	0.24	0	1.7262	-3.3638	-1.6376	48.683
0.64969	-0.1597	-0.4097	0.0025	0	0	0.24	1.7262	-3.3681	-1.6419	48.748
0.65017	-0.1599	-0.4134	0.0025	0	-0.24	-0.49	1.7578	-3.3723	-1.6145	47.876
0.65068	-0.1601	-0.4097	0.0025	0	-0.73	-0.73	1.7262	-3.3765	-1.6503	48.875
0.65116	-0.1603	-0.4134	0.0025	0	-0.98	-0.98	1.7577	-3.3807	-1.623	48.007
0.65163	-0.1605	-0.4134	0.0025	0	-0.98	-0.98	1.7577	-3.3849	-1.6272	48.072
0.65211	-0.1607	-0.4134	0.0025	0	-1.22	-1.22	1.7578	-3.3892	-1.6314	48.136
0.65258	-0.1609	-0.4172	0.0025	0	-0.98	-1.22	1.7902	-3.3934	-1.6032	47.246
0.65306	-0.1611	-0.4172	0.0025	0	-0.98	-0.98	1.7901	-3.3976	-1.6075	47.312
0.65353	-0.1613	-0.4172	0.0025	0	-0.73	-0.98	1.7902	-3.4018	-1.6117	47.377
0.65401	-0.1615	-0.4172	0.0025	0	-0.49	-0.49	1.7902	-3.406	-1.6159	47.442
0.65448	-0.1617	-0.4172	0.0025	0	-0.73	-0.73	1.7901	-3.4103	-1.6201	47.508
0.65496	-0.1619	-0.421	0.0025	0	-1.22	-0.73	1.8234	-3.4145	-1.5911	46.597
0.65543	-0.1621	-0.421	0.0025	0	-1.22	-0.98	1.8235	-3.4187	-1.5952	46.662
0.65591	-0.1623	-0.421	0.0025	0	-1.71	-1.46	1.8235	-3.4229	-1.5995	46.728
0.65638	-0.1625	-0.421	0.0025	0	-1.95	-1.71	1.8234	-3.4271	-1.6037	46.795
0.65686	-0.1627	-0.421	0.0025	0	-2.2	-2.69	1.8235	-3.4314	-1.6079	46.859
0.65733	-0.1629	-0.421	0.0025	0	-2.69	-2.44	1.8235	-3.4356	-1.6121	46.924
0.65785	-0.1631	-0.4172	0.0025	0	-2.44	-2.44	1.7901	-3.4398	-1.6497	47.959
0.65832	-0.1633	-0.4172	0.0025	0	-1.22	-1.71	1.7901	-3.444	-1.6539	48.022
0.6588	-0.1635	-0.4172	0.0025	0	-1.46	-1.46	1.7902	-3.4482	-1.6581	48.085
0.65927	-0.1637	-0.4172	0.0025	0	-0.73	-0.73	1.7902	-3.4525	-1.6623	48.149
0.65975	-0.1639	-0.4172	0.0025	0	-0.24	-0.49	1.7901	-3.4567	-1.6666	48.213
0.66022	-0.1641	-0.4172	0.0025	0	0.73	0.73	1.7902	-3.4609	-1.6708	48.275
0.66074	-0.1643	-0.4134	0.0025	0	1.22	0.98	1.7578	-3.4651	-1.7074	49.273
0.66121	-0.1645	-0.4134	0.0025	0	1.46	1.22	1.7577	-3.4693	-1.7116	49.336
0.66169	-0.1647	-0.4134	0.0025	0	1.46	1.22	1.7577	-3.4736	-1.7158	49.397
0.66217	-0.1649	-0.4172	0.0025	0	1.46	1.22	1.7902	-3.4778	-1.6876	48.526
0.66264	-0.1651	-0.4172	0.0025	0	1.22	0.98	1.7902	-3.482	-1.6919	48.588
0.66312	-0.1653	-0.4172	0.0025	0	1.22	0.98	1.7901	-3.4862	-1.6961	48.652
0.66359	-0.1655	-0.4172	0.0025	0	1.22	0.98	1.7902	-3.4904	-1.7003	48.713
0.66407	-0.1657	-0.4172	0.0025	0	0.49	0.24	1.7902	-3.4947	-1.7045	48.775
0.6645	-0.1659	-0.421	0.0025	0	0.24	0	1.8234	-3.4989	-1.6755	47.886
0.66498	-0.1661	-0.425	0.0025	0	0	-0.24	1.8577	-3.5031	-1.6454	46.971
0.66545	-0.1663	-0.425	0.0025	0	-0.49	-0.73	1.8577	-3.5073	-1.6496	47.034
0.66593	-0.1665	-0.425	0.0025	0	-0.73	-0.98	1.8577	-3.5116	-1.6539	47.097
0.6664	-0.1667	-0.425	0.0025	0	-0.73	-1.22	1.8577	-3.5158	-1.6581	47.162
0.66684	-0.1669	-0.429	0.0025	0	-1.22	-1.46	1.8929	-3.52	-1.6271	46.224
0.66731	-0.1671	-0.429	0.0025	0	-1.46	-1.71	1.8929	-3.5242	-1.6313	46.288
0.66779	-0.1673	-0.429	0.0025	0	-1.46	-1.95	1.8929	-3.5284	-1.6355	46.353
0.66826	-0.1675	-0.429	0.0025	0	-1.71	-1.95	1.8929	-3.5327	-1.6398	46.418
0.66874	-0.1677	-0.425	0.0025	0	-1.71	-1.95	1.8577	-3.5369	-1.6792	47.476
0.66917	-0.1679	-0.429	0.0025	0	-1.46	-1.95	1.8929	-3.5411	-1.6482	46.544
0.66965	-0.1681	-0.429	0.0025	0	-1.71	-1.71	1.8929	-3.5453	-1.6524	46.609
0.67013	-0.1683	-0.429	0.0025	0	-1.46	-1.71	1.8929	-3.5495	-1.6566	46.671
0.6706	-0.1685	-0.429	0.0025	0	-1.22	-1.46	1.8929	-3.5538	-1.6608	46.735
0.67108	-0.1687	-0.425	0.0025	0	-1.22	-1.22	1.8577	-3.558	-1.7003	47.789
0.67155	-0.1689	-0.425	0.0025	0	-0.98	-1.22	1.8577	-3.5622	-1.7045	47.851
0.67203	-0.1691	-0.425	0.0025	0	-0.98	-0.98	1.8577	-3.5664	-1.7087	47.911
0.6725	-0.1693	-0.425	0.0025	0	-0.73	-0.73	1.8577	-3.5706	-1.7129	47.973
0.67294	-0.1695	-0.429	0.0025	0	-0.73	-0.73	1.8929	-3.5749	-1.682	47.05
0.67341	-0.1697	-0.425	0.0025	0	-0.24	-0.24	1.8577	-3.5791	-1.7214	48.096
0.67389	-0.1699	-0.425	0.0025	0	0	0	1.8577	-3.5833	-1.7256	48.157
0.67436	-0.1701	-0.425	0.0025	0	0.49	0.49	1.8577	-3.5875	-1.7299	48.219
0.67484	-0.1703	-0.425	0.0025	0	0.98	1.22	1.8577	-3.5917	-1.7341	48.279
0.67531	-0.1705	-0.425	0.0025	0	1.22	1.46	1.8577	-3.596	-1.7383	48.339
0.67579	-0.1707	-0.425	0.0025	0	1.71	1.95	1.8577	-3.6002	-1.7425	48.4
0.67622	-0.1709	-0.429	0.0025	0	1.46	1.95	1.8929	-3.6044	-1.7115	47.484
0.6767	-0.1711	-0.429	0.0025	0	1.46	1.71	1.8929	-3.6086	-1.7157	47.546
0.67717	-0.1713	-0.425	0.0025	0	1.22	1.22	1.8577	-3.6128	-1.7551	48.581
0.67765	-0.1715	-0.425	0.0025	0	0.98	0.98	1.8577	-3.6171	-1.7594	48.641
0.67808	-0.1717	-0.429	0.0025	0	0.73	0.98	1.8929	-3.6213	-1.7284	47.729
0.67856	-0.1719	-0.429	0.0025	0	0.24	0.24	1.8929	-3.6255	-1.7326	47.789
0.67904	-0.1721	-0.429	0.0025	0	0.24	0.24	1.8929	-3.6297	-1.7368	47.85
0.67947	-0.1723	-0.4331	0.0025	0	0.24	-0.49	1.9291	-3.6339	-1.7048	46.914
0.67995	-0.1725	-0.4331	0.0025	0	1.22	0.49	1.9291	-3.6382	-1.7091	46.976
0.68042	-0.1727	-0.429	0.0025	0	-0.24	-0.24	1.8929	-3.6424	-1.7495	48.031
0.68086	-0.1729	-0.4331	0.0025	0	-0.24	-0.24	1.9291	-3.6466	-1.7175	47.098
0.68133	-0.1731	-0.4331	0.0025	0	-0.49	-0.73	1.9291	-3.6508	-1.7217	47.16
0.68181	-0.1733	-0.4331	0.0025	0	-0.73	-0.98	1.9291	-3.6551	-1.7259	47.22
0.68224	-0.1735	-0.4331	0.0025	0	-1.22	-1.46	1.9291	-3.6593	-1.7301	47.281
0.68272	-0.1737	-0.4331	0.0025	0	-1.46	-1.71	1.9291	-3.6635	-1.7344	47.342
0.68319	-0.1739	-0.4331	0.0025	0	-1.71	-2.2	1.9291	-3.6677	-1.7386	47.403
0.68363	-0.1741	-0.4331	0.0025	0	-1.46	-1.95	1.9291	-3.6719	-1.7428	47.463
0.6841	-0.1743	-0.4331	0.0025	0	-1.71	-2.2	1.9291	-3.6762	-1.747	47.523
0.68458	-0.1745	-0.4331	0.0025	0	-1.46	-1.71	1.9291	-3.6804	-1.7513	47.584
0.68505	-0.1747	-0.429	0.0025	0	-1.22	-1.46	1.8929	-3.6846	-1.7917	48.626
0.68549	-0.1749	-0.4331	0.0025	0	-0.98	-1.22	1.9291	-3.6888	-1.7597	47.703
0.68597	-0.1751	-0.4331	0.0025	0	-0.98	-1.46	1.9291	-3.693	-1.7639	47.764
0.68644	-0.1753	-0.429	0.0025	0	-0.98	-1.46	1.8929	-3.6973	-1.8044	48.803
0.68692	-0.1755	-0.429	0.0025	0	-1.22	-1.46	1.8929	-3.7015	-1.8086	48.861
0.68735	-0.1757	-0.4331	0.0025	0	-0.73	-1.22	1.9291	-3.7057	-1.7766	47.941
0.68783	-0.1759	-0.429	0.0025	0	-0.98	-1.22	1.8929	-3.7099	-1.817	48.978
0.6883	-0.1761	-0.429	0.0025	0	-0.98	-1.22	1.8929	-3.7141	-1.8212	49.035
0.68878	-0.1763	-0.429	0.0025	0	0	-1.22	1.8929	-3.7184	-1.8254	49.093
0.68921	-0.1765	-0.4331	0.0025	0	-0.98	-1.22	1.9291	-3.7226	-1.7935	48.178
0.68969	-0.1767	-0.429	0.0025	0	-0.24	-0.49	1.8929	-3.7268	-1.8339	49.209
0.69012	-0.1769	-0.4331	0.0025	0	0.49	0.49	1.9291	-3.731	-1.8019	48.295
0.6906	-0.1771	-0.4331	0.0025	0	0.73	0.73	1.9291	-3.7352	-1.8061	48.353
0.69103	-0.1773	-0.4372	0.0025	0	1.22	1.46	1.9664	-3.7395	-1.7731	47.415
0.69151	-0.1775	-0.4331	0.0025	0	1.71	1.71	1.9291	-3.7437	-1.8145	48.469
0.69195	-0.1777	-0.4372	0.0025	0	2.2	2.2	1.9664	-3.7479	-1.7815	47.533
0.69242	-0.1779	-0.4372	0.0025	0	2.44	2.69	1.9664	-3.7521	-1.7857	47.593
0.69286	-0.1781	-0.4415	0.0025	0	1.22	1.46	2.0048	-3.7563	-1.7516	46.63
0.69329	-0.1783	-0.4415	0.0025	0	0.24	0.24	2.0048	-3.7606	-1.7558	46.689
0.69377	-0.1785	-0.4415	0.0025	0	-0.24	-0.24	2.0048	-3.7648	-1.76	46.749
0.6942	-0.1787	-0.4415	0.0025	0	-0.73	-0.73	2.0048	-3.769	-1.7643	46.809
0.69468	-0.1789	-0.4415	0.0025	0	-1.46	-1.22	2.0048	-3.7732	-1.7684	46.868
0.69511	-0.1791	-0.4415	0.0025	0	-1.46	-1.22	2.0048	-3.7774	-1.7727	46.927
0.69555	-0.1793	-0.4458	0.0025	0	-1.71	-1.46	2.0443	-3.7817	-1.7374	45.943
0.69602	-0.1795	-0.4415	0.0025	0	-0.98	-0.98	2.0048	-3.7859	-1.7811	47.047
0.69646	-0.1797	-0.4458	0.0025	0	-0.24	-0.49	2.0443	-3.7901	-1.7458	46.063
0.69693	-0.1799	-0.4415	0.0025	0	-0.24	0	2.0048	-3.7943	-1.7895	47.164
0.69737	-0.1801	-0.4415	0.0025	0	0	0	2.0048	-3.7986	-1.7938	47.223
0.69785	-0.1803	-0.4415	0.0025	0	-0.49	-0.49	2.0048	-3.8028	-1.798	47.281
0.69828	-0.1805	-0.4415	0.0025	0	-0.98	-0.73	2.0048	-3.807	-1.8022	47.339
0.69876	-0.1807	-0.4415	0.0025	0	-1.71	-1.71	2.0048	-3.8112	-1.8065	47.399
0.69919	-0.1809	-0.4415	0.0025	0	-2.44	-2.44	2.0048	-3.8154	-1.8107	47.457
0.69967	-0.1811	-0.4372	0.0025	0	-2.93	-3.17	1.9664	-3.8197	-1.8532	48.518
0.7001	-0.1813	-0.4415	0.0025	0	-3.66	-3.42	2.0048	-3.8239	-1.8191	47.572
0.70058	-0.1815	-0.4372	0.0025	0	-2.93	-3.17	1.9664	-3.8281	-1.8617	48.633
0.70101	-0.1817	-0.4415	0.0025	0	-2.44	-2.44	2.0048	-3.8323	-1.8275	47.687
0.70149	-0.1819	-0.4372	0.0025	0	-1.46	-1.71	1.9664	-3.8365	-1.8701	48.745
0.70192	-0.1821	-0.4415	0.0025	0	-0.49	-0.73	2.0048	-3.8408	-1.836	47.803
0.7024	-0.1823	-0.4372	0.0025	0	0.24	0	1.9664	-3.845	-1.8786	48.858
0.70284	-0.1825	-0.4415	0.0025	0	0.24	0	2.0048	-3.8492	-1.8444	47.917
0.70327	-0.1827	-0.4415	0.0025	0	0.24	-0.24	2.0048	-3.8534	-1.8486	47.974
0.70375	-0.1829	-0.4415	0.0025	0	-0.98	-0.98	2.0048	-3.8576	-1.8529	48.032
0.70422	-0.1831	-0.4372	0.0025	0	0	-0.73	1.9664	-3.8619	-1.8954	49.081
0.7047	-0.1833	-0.4372	0.0025	0	4.15	3.91	1.9664	-3.8661	-1.8997	49.137
0.70521	-0.1835	-0.429	0.0025	0	-1.22	-1.46	1.8929	-3.8703	-1.9774	51.092
0.70569	-0.1837	-0.429	0.0025	0	-5.13	-5.37	1.8929	-3.8745	-1.9816	51.145
0.70612	-0.1839	-0.429	0.0025	0	-2.44	-2.93	1.8929	-3.8787	-1.9858	51.198
0.70656	-0.1841	-0.4331	0.0025	0	0	-0.49	1.9291	-3.883	-1.9538	50.318
0.70707	-0.1843	-0.425	0.0025	0	8.3	7.81	1.8577	-3.8872	-2.0295	52.21
0.70763	-0.1845	-0.4134	0.0025	0	9.52	9.52	1.7578	-3.8914	-2.1337	54.83
0.70802	-0.1847	-0.421	0.0025	0	6.59	6.1	1.8235	-3.8956	-2.0722	53.192
0.70846	-0.1849	-0.425	0.0025	0	7.57	7.32	1.8577	-3.8998	-2.0422	52.366
0.70893	-0.1851	-0.425	0.0025	0	7.08	7.08	1.8577	-3.9041	-2.0464	52.417
0.70949	-0.1853	-0.421	0.0025	0	3.91	3.91	1.8235	-3.9083	-2.0848	53.344
0.70992	-0.1855	-0.425	0.0025	0	-0.98	-0.98	1.8577	-3.9125	-2.0548	52.519
0.71036	-0.1857	-0.425	0.0025	0	-7.57	-7.57	1.8577	-3.9167	-2.0591	52.571
0.7108	-0.1859	-0.425	0.0025	0	-7.57	-8.79	1.8577	-3.921	-2.0633	52.621
0.71127	-0.1861	-0.429	0.0025	0	-6.84	-7.08	1.8929	-3.9252	-2.0323	51.775
0.71171	-0.1863	-0.4415	0.0025	0	-7.81	-7.81	2.0048	-3.9294	-1.9246	48.981
0.71214	-0.1865	-0.4372	0.0025	0	-12.21	-12.21	1.9664	-3.9336	-1.9672	50.011
0.71254	-0.1867	-0.4415	0.0025	0	-10.99	-11.47	2.0048	-3.9378	-1.933	49.089
0.71297	-0.1869	-0.4458	0.0025	0	-3.42	-3.91	2.0443	-3.9421	-1.8978	48.141
0.71341	-0.1871	-0.4593	0.0025	0	-0.49	-0.73	2.17	-3.9463	-1.7762	45.011
0.7138	-0.1873	-0.464	0.0025	0	1.71	1.71	2.2146	-3.9505	-1.7359	43.942
0.71424	-0.1875	-0.464	0.0025	0	0.73	0.98	2.2146	-3.9547	-1.7401	44.002
0.71468	-0.1877	-0.464	0.0025	0	-3.66	-3.42	2.2145	-3.9589	-1.7444	44.062
0.71515	-0.1879	-0.464	0.0025	0	1.95	1.46	2.2145	-3.9632	-1.7486	44.122
0.71555	-0.1881	-0.4688	0.0025	0	9.52	9.03	2.2605	-3.9674	-1.7069	43.023
0.71598	-0.1883	-0.4688	0.0025	0	8.3	7.81	2.2605	-3.9716	-1.7111	43.084
0.71646	-0.1885	-0.4593	0.0025	0	1.95	1.71	2.17	-3.9758	-1.8058	45.419
0.71693	-0.1887	-0.4547	0.0025	0	-2.93	-3.66	2.1269	-3.98	-1.8532	46.561
0.71737	-0.1889	-0.4547	0.0025	0	-2.44	-2.93	2.1269	-3.9843	-1.8574	46.618
0.71776	-0.1891	-0.4547	0.0025	0	5.86	4.88	2.1268	-3.9885	-1.8616	46.675
0.7182	-0.1893	-0.4547	0.0025	0	8.54	8.06	2.1268	-3.9927	-1.8659	46.732
0.71872	-0.1895	-0.4458	0.0025	0	-2.44	-2.44	2.0443	-3.9969	-1.9526	48.853
0.71915	-0.1897	-0.4502	0.0025	0	-9.52	-10.01	2.085	-4.0011	-1.9162	47.891
0.71959	-0.1899	-0.4458	0.0025	0	-5.37	-6.59	2.0443	-4.0054	-1.9611	48.962
0.72002	-0.1901	-0.4458	0.0025	0	6.1	4.88	2.0443	-4.0096	-1.9653	49.015
0.7205	-0.1903	-0.4458	0.0025	0	9.52	8.54	2.0443	-4.0138	-1.9695	49.069
0.72097	-0.1905	-0.4458	0.0025	0	1.71	1.22	2.0443	-4.018	-1.9738	49.123
0.72137	-0.1907	-0.4502	0.0025	0	-4.64	-5.62	2.0849	-4.0222	-1.9373	48.165
0.72184	-0.1909	-0.4415	0.0025	0	-2.44	-3.42	2.0048	-4.0265	-2.0217	50.21
0.72228	-0.1911	-0.4415	0.0025	0	5.86	4.39	2.0048	-4.0307	-2.0259	50.262
0.72272	-0.1913	-0.4502	0.0025	0	7.81	7.08	2.0849	-4.0349	-1.95	48.328
0.72315	-0.1915	-0.4502	0.0025	0	-1.46	-1.95	2.085	-4.0391	-1.9542	48.381
0.72359	-0.1917	-0.4502	0.0025	0	-9.77	-10.01	2.085	-4.0433	-1.9584	48.435
0.72402	-0.1919	-0.4502	0.0025	0	-8.06	-8.79	2.0849	-4.0476	-1.9626	48.489
0.72446	-0.1921	-0.4547	0.0025	0	-0.73	-2.44	2.1268	-4.0518	-1.9249	47.509
0.72489	-0.1923	-0.4593	0.0025	0	1.71	0.73	2.1701	-4.056	-1.8859	46.498
0.72529	-0.1925	-0.4593	0.0025	0	-3.42	-3.91	2.1701	-4.0602	-1.8902	46.553
0.72572	-0.1927	-0.464	0.0025	0	-8.54	-9.52	2.2145	-4.0645	-1.8499	45.514
0.7262	-0.1929	-0.4593	0.0025	0	-4.15	-5.62	2.1701	-4.0687	-1.8986	46.664
0.72664	-0.1931	-0.4593	0.0025	0	3.17	2.44	2.1701	-4.0729	-1.9028	46.719
0.72703	-0.1933	-0.464	0.0025	0	5.86	5.62	2.2145	-4.0771	-1.8626	45.684
0.72747	-0.1935	-0.464	0.0025	0	0	-0.24	2.2145	-4.0813	-1.8668	45.74
0.72794	-0.1937	-0.4593	0.0025	0	-4.88	-5.86	2.1701	-4.0856	-1.9155	46.884
0.72838	-0.1939	-0.4593	0.0025	0	-0.98	-1.95	2.1701	-4.0898	-1.9197	46.939
0.72877	-0.1941	-0.464	0.0025	0	3.91	2.69	2.2145	-4.094	-1.8795	45.908
0.72921	-0.1943	-0.4593	0.0025	0	4.39	3.42	2.1701	-4.0982	-1.9282	47.049
0.72968	-0.1945	-0.4547	0.0025	0	-1.71	-2.2	2.1269	-4.1024	-1.9756	48.156
0.73012	-0.1947	-0.4593	0.0025	0	-6.59	-7.08	2.17	-4.1067	-1.9366	47.158
0.73056	-0.1949	-0.4593	0.0025	0	-3.66	-4.88	2.17	-4.1109	-1.9409	47.213
0.73099	-0.1951	-0.4547	0.0025	0	2.93	1.95	2.1269	-4.1151	-1.9882	48.315
0.73143	-0.1953	-0.4547	0.0025	0	3.17	2.44	2.1269	-4.1193	-1.9924	48.368
0.73182	-0.1955	-0.464	0.0025	0	-1.22	-1.95	2.2145	-4.1235	-1.909	46.295
0.7323	-0.1957	-0.4593	0.0025	0	-3.42	-3.91	2.1701	-4.1278	-1.9577	47.428
0.73269	-0.1959	-0.4593	0.0025	0	1.46	0	2.1701	-4.132	-1.9619	47.481
0.73313	-0.1961	-0.4593	0.0025	0	7.57	6.84	2.17	-4.1362	-1.9662	47.536
0.73357	-0.1963	-0.464	0.0025	0	9.28	8.54	2.2145	-4.1404	-1.9259	46.514
0.734	-0.1965	-0.464	0.0025	0	4.64	4.15	2.2146	-4.1446	-1.9301	46.568
0.7344	-0.1967	-0.4688	0.0025	0	-0.49	-0.98	2.2605	-4.1489	-1.8884	45.516
0.73483	-0.1969	-0.4688	0.0025	0	0.73	0	2.2604	-4.1531	-1.8926	45.572
0.73527	-0.1971	-0.4688	0.0025	0	4.64	3.91	2.2605	-4.1573	-1.8968	45.626
0.7357	-0.1973	-0.464	0.0025	0	2.69	2.2	2.2146	-4.1615	-1.9469	46.784
0.7361	-0.1975	-0.4737	0.0025	0	-3.66	-4.15	2.3078	-4.1657	-1.858	44.601
0.73654	-0.1977	-0.4688	0.0025	0	-9.52	-9.77	2.2604	-4.17	-1.9095	45.792
0.73693	-0.1979	-0.4737	0.0025	0	-10.01	-10.99	2.3078	-4.1742	-1.8664	44.712
0.73737	-0.1981	-0.4737	0.0025	0	-4.15	-5.86	2.3078	-4.1784	-1.8706	44.768
0.7378	-0.1983	-0.4737	0.0025	0	-1.46	-2.2	2.3078	-4.1826	-1.8749	44.825
0.7382	-0.1985	-0.4737	0.0025	0	-3.66	-3.66	2.3078	-4.1868	-1.879	44.88
0.73863	-0.1987	-0.4737	0.0025	0	-6.59	-7.32	2.3078	-4.1911	-1.8833	44.935
0.73903	-0.1989	-0.4787	0.0025	0	-5.37	-5.86	2.3566	-4.1953	-1.8387	43.827
0.73947	-0.1991	-0.4787	0.0025	0	0.49	-0.98	2.3566	-4.1995	-1.8429	43.884
0.7399	-0.1993	-0.4737	0.0025	0	4.64	3.66	2.3078	-4.2037	-1.8959	45.101
0.74034	-0.1995	-0.4737	0.0025	0	3.66	2.93	2.3078	-4.208	-1.9001	45.156
0.74077	-0.1997	-0.4688	0.0025	0	0.24	-0.98	2.2604	-4.2122	-1.9517	46.336
0.74121	-0.1999	-0.4688	0.0025	0	-1.22	-2.2	2.2605	-4.2164	-1.9559	46.388
0.74164	-0.2001	-0.4688	0.0025	0	2.2	0.98	2.2605	-4.2206	-1.9601	46.442
0.74208	-0.2003	-0.464	0.0025	0	5.13	3.91	2.2145	-4.2248	-2.0103	47.583
0.74252	-0.2005	-0.464	0.0025	0	2.69	1.95	2.2145	-4.2291	-2.0145	47.635
0.74295	-0.2007	-0.4593	0.0025	0	-1.22	-0.98	2.1701	-4.2333	-2.0632	48.738
0.74339	-0.2009	-0.4593	0.0025	0	-1.46	-2.2	2.1701	-4.2375	-2.0674	48.789
0.74382	-0.2011	-0.4593	0.0025	0	1.46	0.49	2.17	-4.2417	-2.0717	48.841
0.74426	-0.2013	-0.4593	0.0025	0	3.66	2.44	2.17	-4.2459	-2.0759	48.892
0.74465	-0.2015	-0.464	0.0025	0	2.2	0.98	2.2146	-4.2502	-2.0356	47.894
0.74509	-0.2017	-0.464	0.0025	0	-2.44	-3.17	2.2145	-4.2544	-2.0398	47.947
