0.00091;-0.0002;0;0.0025;0;6.84;5.37;0;-0.0042;-0.0042;100
0.00194;-0.0004;-0.1943;0.0025;0;6.84;5.37;0.3884;-0.0084;0.38;-4501.531
0.00293;-0.0006;-0.2021;0.0025;0;6.84;4.88;0.4201;-0.0127;0.4075;-3218.011
0.00392;-0.0008;-0.2021;0.0025;0;6.59;4.88;0.4201;-0.0169;0.4032;-2388.508
0.00495;-0.001;-0.1943;0.0025;0;6.59;5.37;0.3884;-0.0211;0.3673;-1740.612
0.00594;-0.0012;-0.2021;0.0025;0;6.59;5.13;0.4201;-0.0253;0.3948;-1559.006
0.00697;-0.0014;-0.1943;0.0025;0;6.59;5.37;0.3884;-0.0295;0.3589;-1214.723
0.008;-0.0016;-0.1943;0.0025;0;7.08;6.1;0.3884;-0.0338;0.3547;-1050.384
0.00903;-0.0018;-0.1943;0.0025;0;7.32;6.35;0.3884;-0.038;0.3504;-922.562
0.01006;-0.002;-0.1968;0.0025;0;7.32;6.59;0.3986;-0.0422;0.3564;-844.365
0.01105;-0.0022;-0.1977;0.0025;0;6.84;6.59;0.4021;-0.0464;0.3556;-765.996
0.01208;-0.0024;-0.1968;0.0025;0;6.84;6.1;0.3986;-0.0506;0.3479;-686.971
0.01303;-0.0026;-0.1977;0.0025;0;6.35;5.86;0.4021;-0.0549;0.3472;-632.766
0.01402;-0.0028;-0.1986;0.0025;0;6.35;5.62;0.4056;-0.0591;0.3465;-586.381
0.01501;-0.003;-0.1986;0.0025;0;6.1;5.13;0.4056;-0.0633;0.3423;-540.622
0.01596;-0.0032;-0.2003;0.0025;0;6.35;5.13;0.4128;-0.0675;0.3452;-511.213
0.01691;-0.0034;-0.2021;0.0025;0;6.35;5.37;0.4201;-0.0718;0.3484;-485.531
0.0179;-0.0036;-0.203;0.0025;0;6.84;5.86;0.4239;-0.076;0.3479;-457.95
0.01885;-0.0038;-0.2048;0.0025;0;7.08;5.86;0.4316;-0.0802;0.3514;-438.151
0.0198;-0.004;-0.2058;0.0025;0;7.08;5.37;0.4355;-0.0844;0.3511;-415.881
0.02079;-0.0042;-0.2067;0.0025;0;7.08;5.62;0.4394;-0.0886;0.3508;-395.792
0.02174;-0.0044;-0.2067;0.0025;0;6.35;4.39;0.4394;-0.0929;0.3466;-373.256
0.02273;-0.0046;-0.2067;0.0025;0;6.1;4.64;0.4394;-0.0971;0.3424;-352.68
0.02368;-0.0048;-0.2076;0.0025;0;6.1;4.39;0.4435;-0.1013;0.3422;-337.789
0.02467;-0.005;-0.2067;0.0025;0;6.1;4.64;0.4394;-0.1055;0.3339;-316.465
0.02566;-0.0052;-0.2058;0.0025;0;6.59;5.37;0.4355;-0.1097;0.3257;-296.832
0.02661;-0.0054;-0.2067;0.0025;0;6.35;5.37;0.4394;-0.114;0.3255;-285.616
0.0276;-0.0056;-0.2058;0.0025;0;6.84;5.62;0.4355;-0.1182;0.3173;-268.486
0.02855;-0.0058;-0.2058;0.0025;0;7.32;6.35;0.4355;-0.1224;0.3131;-255.78
0.0295;-0.006;-0.2067;0.0025;0;7.08;6.1;0.4394;-0.1266;0.3128;-247.054
0.03045;-0.0062;-0.2067;0.0025;0;7.57;6.84;0.4394;-0.1308;0.3086;-235.859
0.0314;-0.0064;-0.2076;0.0025;0;7.08;6.59;0.4435;-0.1351;0.3084;-228.342
0.03235;-0.0066;-0.2076;0.0025;0;7.32;7.81;0.4435;-0.1393;0.3042;-218.392
0.03326;-0.0068;-0.2095;0.0025;0;6.84;5.86;0.4517;-0.1435;0.3082;-214.75
0.03422;-0.007;-0.2105;0.0025;0;6.59;5.86;0.4559;-0.1477;0.3081;-208.595
0.03513;-0.0072;-0.2115;0.0025;0;6.59;5.62;0.4601;-0.1519;0.3082;-202.82
0.03604;-0.0074;-0.2135;0.0025;0;6.84;5.62;0.4688;-0.1562;0.3126;-200.195
0.03695;-0.0076;-0.2145;0.0025;0;7.08;5.37;0.4732;-0.1604;0.3128;-195.059
0.0379;-0.0078;-0.2145;0.0025;0;7.08;5.86;0.4732;-0.1646;0.3086;-187.493
0.03881;-0.008;-0.2155;0.0025;0;6.84;5.37;0.4777;-0.1688;0.3089;-182.969
0.03976;-0.0082;-0.2155;0.0025;0;6.59;5.13;0.4777;-0.173;0.3047;-176.068
0.04067;-0.0084;-0.2165;0.0025;0;6.35;4.64;0.4823;-0.1773;0.305;-172.067
0.04162;-0.0086;-0.2155;0.0025;0;6.1;5.37;0.4777;-0.1815;0.2962;-163.227
0.04257;-0.0088;-0.2155;0.0025;0;5.86;3.91;0.4777;-0.1857;0.292;-157.245
0.04352;-0.009;-0.2145;0.0025;0;6.1;4.64;0.4732;-0.1899;0.2833;-149.161
0.04447;-0.0092;-0.2135;0.0025;0;6.59;4.88;0.4688;-0.1941;0.2746;-141.461
0.04542;-0.0094;-0.2125;0.0025;0;6.84;5.86;0.4644;-0.1984;0.2661;-134.12
0.04637;-0.0096;-0.2125;0.0025;0;7.57;6.35;0.4644;-0.2026;0.2618;-129.243
0.04728;-0.0098;-0.2125;0.0025;0;7.57;6.1;0.4644;-0.2068;0.2576;-124.564
0.04819;-0.01;-0.2135;0.0025;0;7.32;6.59;0.4688;-0.211;0.2578;-122.144
0.04911;-0.0102;-0.2135;0.0025;0;6.84;6.1;0.4688;-0.2153;0.2535;-117.788
0.05002;-0.0104;-0.2145;0.0025;0;6.84;5.86;0.4732;-0.2195;0.2538;-115.62
0.05093;-0.0106;-0.2155;0.0025;0;6.1;5.37;0.4777;-0.2237;0.254;-113.562
0.0518;-0.0108;-0.2176;0.0025;0;5.86;4.64;0.4869;-0.2279;0.259;-113.638
0.05271;-0.011;-0.2186;0.0025;0;5.62;4.64;0.4916;-0.2321;0.2595;-111.775
0.05362;-0.0112;-0.2197;0.0025;0;5.86;4.88;0.4964;-0.2364;0.26;-110.008
0.05453;-0.0114;-0.2207;0.0025;0;6.1;5.37;0.5012;-0.2406;0.2606;-108.331
0.0554;-0.0116;-0.2218;0.0025;0;6.59;5.37;0.5061;-0.2448;0.2613;-106.742
0.05631;-0.0118;-0.2218;0.0025;0;6.84;5.86;0.5061;-0.249;0.2571;-103.238
0.05718;-0.012;-0.2229;0.0025;0;7.32;5.86;0.5111;-0.2532;0.2578;-101.815
0.05809;-0.0122;-0.2229;0.0025;0;7.32;6.1;0.5111;-0.2575;0.2536;-98.506
0.05901;-0.0124;-0.2229;0.0025;0;7.32;5.86;0.5111;-0.2617;0.2494;-95.305
0.05988;-0.0126;-0.2229;0.0025;0;7.08;5.62;0.5111;-0.2659;0.2452;-92.204
0.06079;-0.0128;-0.2229;0.0025;0;6.84;5.13;0.5111;-0.2701;0.2409;-89.201
0.0617;-0.013;-0.2229;0.0025;0;6.1;4.64;0.5111;-0.2743;0.2367;-86.29
0.06261;-0.0132;-0.2229;0.0025;0;6.1;4.64;0.5111;-0.2786;0.2325;-83.468
0.06348;-0.0134;-0.2229;0.0025;0;6.1;4.64;0.5111;-0.2828;0.2283;-80.729
0.06439;-0.0136;-0.2229;0.0025;0;6.1;4.39;0.5111;-0.287;0.2241;-78.072
0.0653;-0.0138;-0.2218;0.0025;0;6.59;5.37;0.5061;-0.2912;0.2149;-73.783
0.06617;-0.014;-0.2229;0.0025;0;7.08;5.62;0.5111;-0.2954;0.2156;-72.984
0.06708;-0.0142;-0.2229;0.0025;0;7.08;6.1;0.5111;-0.2997;0.2114;-70.548
0.06796;-0.0144;-0.2229;0.0025;0;7.08;6.35;0.5111;-0.3039;0.2072;-68.179
0.06883;-0.0146;-0.224;0.0025;0;7.32;6.84;0.5161;-0.3081;0.208;-67.513
0.06974;-0.0148;-0.224;0.0025;0;7.08;6.1;0.5161;-0.3123;0.2038;-65.25
0.07061;-0.015;-0.2251;0.0025;0;6.84;6.1;0.5212;-0.3165;0.2047;-64.665
0.07148;-0.0152;-0.2251;0.0025;0;6.59;6.1;0.5212;-0.3208;0.2005;-62.498
0.07235;-0.0154;-0.2262;0.0025;0;6.59;5.86;0.5264;-0.325;0.2015;-61.987
0.07318;-0.0156;-0.2285;0.0025;0;6.35;5.62;0.5371;-0.3292;0.2079;-63.141
0.07405;-0.0158;-0.2285;0.0025;0;6.35;5.62;0.5371;-0.3334;0.2036;-61.076
0.07489;-0.016;-0.2308;0.0025;0;6.59;5.62;0.548;-0.3376;0.2104;-62.308
0.07576;-0.0162;-0.2308;0.0025;0;6.84;5.86;0.548;-0.3419;0.2062;-60.305
0.07659;-0.0164;-0.232;0.0025;0;7.08;6.1;0.5536;-0.3461;0.2075;-59.97
0.07746;-0.0166;-0.2332;0.0025;0;7.08;5.86;0.5593;-0.3503;0.209;-59.668
0.07829;-0.0168;-0.2344;0.0025;0;7.08;5.62;0.5651;-0.3545;0.2106;-59.397
0.07916;-0.017;-0.2344;0.0025;0;6.84;5.37;0.5651;-0.3588;0.2064;-57.522
0.07999;-0.0172;-0.2356;0.0025;0;6.35;4.64;0.571;-0.363;0.208;-57.308
0.08086;-0.0174;-0.2344;0.0025;0;6.1;4.88;0.5651;-0.3672;0.1979;-53.901
