Position - Lacet;D.A.C. - Lacet;Vitesse - Lacet;Courant moteur - Lacet
PL07_094.CRB;DL07_094.CRB;VL07_094.CRB;CL07_094.CRB
3.978000;3.978000;3.978000;3.978000
deg.;V;deg./s;A
-0,000236;0,028382;0,000000;0,053036
-0,000236;0,028382;0,000000;0,062782
-0,000236;0,028382;0,000000;0,054182
-0,000236;0,028382;0,000000;0,055329
-0,000236;0,028382;0,000000;0,058769
-0,000236;0,028382;0,000000;0,053609
-0,000236;0,028382;0,000000;0,061636
-0,000236;0,028382;0,000000;0,054756
-0,000236;0,028382;0,000000;0,054756
-0,000236;0,028382;0,000000;0,057622
0,007222;10,000000;0,000000;1,754182
0,031101;10,000000;6,142004;1,108010
0,069643;10,000000;9,434920;1,753609
0,120724;10,000000;12,536942;1,754756
0,176934;10,000000;13,873197;1,756476
0,233162;10,000000;14,402927;1,753036
0,285677;10,000000;13,629808;1,751315
0,332184;10,000000;12,708746;1,755329
0,374406;10,000000;11,291361;1,754182
0,414096;10,000000;9,950333;1,753609
0,454275;10,000000;10,060096;1,754182
0,500647;10,000000;11,348629;1,749595
0,555069;10,000000;12,995087;1,754182
0,621624;10,000000;15,495794;1,747875
0,700599;10,000000;18,254207;1,754182
0,791826;10,000000;21,084206;1,753609
0,893008;10,000000;23,732855;1,748449
1,001059;10,000000;27,216665;1,753036
1,112079;10,000000;27,918199;1,746729
1,224197;10,000000;28,152044;1,754756
1,336804;10,000000;28,228401;1,753036
1,449984;10,000000;28,443157;1,749595
1,564397;10,000000;28,552921;1,753609
1,681037;10,000000;28,910846;1,754182
1,802216;10,000000;29,536023;1,754756
1,930416;10,000000;32,318298;1,754182
2,065517;10,000000;33,883626;1,749595
2,206997;10,000000;35,301012;1,754182
2,353995;10,000000;36,579999;1,751315
2,505549;10,000000;37,725361;1,754182
2,659517;10,000000;38,484164;1,753609
2,813602;10,000000;38,708464;1,747302
2,968296;10,000000;38,751415;1,753609
3,123883;10,000000;39,128430;1,750742
3,280989;10,000000;39,462494;1,756476
3,442146;10,000000;40,269020;1,753036
3,609427;10,000000;41,595731;1,747875
3,783746;10,000000;43,079929;1,754182
3,965642;10,000000;44,797972;1,754756
4,155739;10,000000;46,530332;1,754756
4,352130;10,000000;48,291326;1,754756
4,552909;10,000000;50,520010;1,747302
4,757029;10,000000;51,307446;1,754182
4,962026;10,000000;51,541291;1,754182
5,166197;10,000000;51,350397;1,753609
5,369844;10,000000;51,283584;1,752462
5,572395;10,000000;51,035423;1,749022
5,775806;10,000000;50,925659;1,754182
5,981934;10,000000;51,288357;1,749022
6,192585;10,000000;52,977766;1,755902
6,408855;10,000000;54,275843;1,754182
6,631048;10,000000;55,607326;1,749595
6,859890;10,000000;57,077207;1,754182
7,095077;10,000000;58,518454;1,754182
7,335208;10,000000;59,768808;1,754182
7,578917;10,000000;60,761455;1,754182
7,824060;10,000000;61,410494;1,749022
8,069979;10,000000;61,840004;1,751889
8,316253;10,000000;61,868638;1,754756
8,562864;10,000000;62,026126;1,752462
8,810117;10,000000;62,078621;1,752462
9,059479;10,000000;62,431775;1,753036
9,312165;10,000000;63,037862;1,754182
9,569036;10,000000;63,920745;1,753036
9,829856;10,000000;64,865669;1,752462
10,094996;10,000000;66,736427;1,752462
10,364203;10,000000;67,590676;1,748449
10,636633;10,000000;68,416291;1,754182
10,910801;10,000000;68,845802;1,753036
11,186117;10,000000;69,074874;1,755329
11,462512;10,000000;69,327808;1,755329
11,740326;10,000000;69,585515;1,750742
12,019371;10,000000;70,010253;1,753609
12,300525;10,000000;70,726105;1,754182
12,584751;10,000000;71,408549;1,751889
12,873026;10,000000;72,305750;1,755329
13,163968;10,000000;72,926154;1,750742
13,459179;10,000000;73,809037;1,756476
13,758272;10,000000;74,634652;1,754182
14,060216;10,000000;75,603438;1,754182
14,364304;10,000000;76,032949;1,752462
14,670382;10,000000;76,987417;1,749022
14,977997;10,000000;77,302392;1,754182
15,285442;10,000000;77,307164;1,751889
15,593597;10,000000;77,416928;1,747302
15,903557;10,000000;77,688951;1,753609
16,214917;10,000000;78,128007;1,749022
16,528438;10,000000;78,438209;1,754756
16,845317;10,000000;78,977483;1,755329
17,165503;10,000000;80,533267;1,755902
17,488271;10,000000;81,115493;1,756476
17,814802;10,000000;81,888612;1,752462
18,144624;10,000000;82,723772;1,754182
18,476893;10,000000;83,344176;1,757622
18,810917;10,000000;83,702102;1,754756
19,146780;10,000000;84,112523;1,752462
19,483386;10,000000;84,575440;1,747302
19,820126;10,000000;84,689977;1,752462
20,157964;10,000000;84,933366;1,752462
20,497168;10,000000;85,238796;1,751315
20,837655;10,000000;85,415372;1,750742
21,180403;10,000000;85,916468;1,757622
21,525969;10,000000;86,551190;1,753036
21,873510;10,000000;87,057058;1,758196
22,223953;10,000000;87,548609;1,751889
22,577484;10,000000;88,908727;1,752462
22,932517;10,000000;89,247563;1,750742
23,289339;10,000000;89,562537;1,751889
23,647967;10,000000;90,097040;1,753609
24,006797;10,000000;90,173397;1,745009
24,366437;10,000000;90,311795;1,754182
24,727241;10,000000;90,483599;1,750169
25,088366;10,000000;90,774712;1,749595
25,451347;10,000000;91,266263;1,756476
25,817130;10,000000;91,953481;1,749022
26,184988;10,000000;92,354357;1,758769
26,555833;10,000000;92,969989;1,754756
26,930728;10,000000;93,919685;1,754182
27,307564;10,000000;94,449415;1,742142
27,687487;10,000000;95,036413;1,753609
28,069605;10,000000;95,723631;1,755329
28,451436;8,041322;96,000426;1,722074
28,831039;6,294443;95,475469;1,419342
29,202474;4,577471;93,848100;1,123491
29,562216;2,908109;91,242402;0,827639
29,910077;1,286660;88,622386;0,262310
30,245518;-0,297250;85,968964;0,072529
30,566531;-1,814631;82,938527;-0,257723
30,871429;-3,271889;79,645611;-0,507133
31,159282;-5,980712;72,090994;-0,735329
31,429485;-7,228004;68,172902;-0,969831
31,683741;-8,408155;64,512516;-1,181400
31,925542;-9,536729;61,668200;-1,381501
32,155785;-10,000000;58,871608;-1,653845
32,377759;-10,000000;56,719282;-1,640658
32,592307;-10,000000;55,106230;-1,654418
32,801406;-10,000000;53,488406;-1,625750
33,004884;-10,000000;51,083146;-1,654991
33,198862;-10,000000;48,916503;-1,653845
33,381197;-10,000000;46,387162;-1,634351
33,547348;-10,000000;43,056067;-1,652698
33,693317;-10,000000;38,694147;-1,646964
33,817939;-10,000000;34,112699;-1,653845
33,919914;-10,000000;29,087423;-1,652698
33,999598;-10,000000;24,057375;-1,629764
34,057243;-10,000000;14,212034;-1,653271
34,094233;-10,000000;9,582862;-1,653845
34,113724;-10,000000;5,526372;-1,656138
34,121537;-10,000000;2,615243;-1,653271
34,121824;-10,000000;0,763575;-1,630911
34,119782;-10,000000;-0,357926;-1,653271
34,116592;-10,000000;-0,730168;-1,654418
34,112087;-10,000000;-0,816070;-1,642951
34,102755;-10,000000;-2,462528;-1,653271
34,084935;-10,000000;-4,333286;-1,637791
34,055859;-10,000000;-6,824449;-1,653845
34,015714;-10,000000;-9,353790;-1,626324
33,965713;-10,000000;-11,620652;-1,655565
33,907342;-10,000000;-13,782523;-1,652698
33,842931;-10,000000;-15,257177;-1,637218
33,774705;-10,000000;-16,512302;-1,653271
33,703391;-10,000000;-17,963094;-1,643524
33,629816;-10,000000;-18,488052;-1,654991
33,553035;-10,000000;-19,089367;-1,653271
33,471343;-10,000000;-20,158372;-1,634924
33,383239;-10,000000;-21,494627;-1,654418
33,287811;-10,000000;-23,031321;-1,648111
33,183692;-10,000000;-24,773226;-1,654991
33,069549;-10,000000;-26,892146;-1,652125
32,945906;-10,000000;-31,220660;-1,635498
32,813961;-10,000000;-33,072328;-1,652698
32,675737;-10,000000;-34,542210;-1,653845
32,533734;-10,000000;-35,477589;-1,646391
32,389352;-10,000000;-36,088448;-1,653271
32,244598;-10,000000;-36,427285;-1,629191
32,101177;-10,000000;-36,236391;-1,653271
31,958331;-10,000000;-36,016863;-1,631484
31,814724;-9,371929;-36,117082;-1,654418
31,669836;-8,706015;-36,398650;-1,546627
31,523394;-8,034303;-36,727942;-1,342513
31,374692;-7,353740;-37,190859;-1,244469
31,222564;-6,660054;-37,911483;-1,083929
31,067094;-5,952025;-38,708464;-0,964671
30,908976;-5,231788;-39,362275;-0,965244
30,749490;-4,502701;-39,844281;-0,703221
30,589549;-3,032929;-40,168800;-0,591990
30,430738;-2,301706;-39,954045;-0,461265
30,274611;-1,581774;-39,352730;-0,277791
30,122364;-0,876492;-38,555749;-0,097184
29,975299;-0,189215;-37,558330;0,019781
29,834966;0,484634;-36,217301;0,019781
29,702126;1,116977;-34,561299;0,201535
29,577994;1,716361;-32,771671;0,342580
29,462856;2,808008;-28,839261;0,439477
29,356796;3,297525;-26,753748;0,535801
29,259832;3,750420;-24,754137;0,613778
29,171745;4,167913;-22,821338;0,760557
29,091234;4,550310;-20,893312;0,824772
29,017119;4,904935;-19,380480;0,824772
28,948624;5,235450;-18,072858;0,945750
28,885984;5,543382;-16,832049;0,995633
28,829216;6,086612;-14,188172;1,042647
28,779739;6,315806;-12,532169;1,086222
28,736876;6,519059;-11,095695;1,126931
28,703599;6,684164;-9,038815;1,162479
28,678995;6,811731;-6,972391;1,204907
28,661293;6,909391;-5,325933;1,227841
28,652214;6,976531;-3,679475;1,238735
28,651978;7,007050;-1,656003;1,244469
28,656568;6,979888;1,240809;1,242749
28,663993;6,946318;1,832579;1,239882
28,674304;6,901761;2,448211;1,228415
28,687517;6,845302;3,073388;1,216374
28,706164;6,770226;4,104214;1,204334
28,732995;6,667074;5,636136;1,190000
28,768551;6,527909;7,611885;1,163626
28,809658;6,355174;9,439692;1,132664
28,856014;5,948057;11,706554;1,099410
28,904782;5,724052;12,241057;1,063862
28,954277;5,496384;12,441495;1,026594
29,002151;5,272073;12,255374;0,949191
29,048439;5,058443;11,687465;0,913069
29,093242;4,847255;11,539522;0,912496
29,136966;4,645528;11,019337;0,841973
29,181499;4,442885;11,081378;0,809865
29,226994;4,028443;11,458393;0,773744
29,275087;3,807489;12,083569;0,735902
29,325307;3,578906;12,484446;0,699207
29,378599;3,337199;13,219387;0,660793
29,433814;3,086947;13,667987;0,594283
29,490531;2,827845;14,164310;0,533508
29,547197;2,567217;14,245440;0,487639
29,602918;2,306589;14,254985;0,445211
29,657694;1,799982;13,772978;0,399342
29,710496;1,556139;13,319606;0,357487
29,762117;1,318094;13,014176;0,313912
29,810902;1,090732;12,436723;0,274351
29,859064;0,867946;12,169471;0,241096
29,904947;0,651570;11,830635;0,196948
29,950627;0,441908;11,463165;0,151079
29,994317;0,232856;11,415441;0,096037
30,037247;-0,175176;10,828443;0,075396
30,077848;-0,362560;10,250990;0,039275
30,116441;-0,541093;9,745122;-0,006020
30,153077;-0,713218;9,411058;-0,043288
30,185224;-0,869167;8,528175;-0,082277
30,214299;-1,009247;7,650064;-0,122985
30,239949;-1,137730;7,024887;-0,135599
30,259997;-1,249733;6,127687;-0,163693
30,274746;-1,403851;3,641297;-0,166560
30,286052;-10,000305;2,925445;-0,189494
30,282019;-7,661672;-0,186121;-1,682513
30,265684;-10,000000;-3,464720;-1,669326
30,238042;-10,000000;-5,755444;-1,652698
30,202504;-10,000000;-8,222745;-1,628044
30,165514;-10,000000;-9,205847;-1,653845
30,128777;-10,000000;-9,301294;-1,654418
30,094318;-10,000000;-8,604532;-1,638938
30,061176;-10,000000;-8,284785;-1,653845
30,024675;-10,000000;-9,019726;-1,627471
29,982994;-10,000000;-10,021918;-1,653271
29,933331;-10,000000;-11,549067;-1,654418
29,874082;-10,000000;-13,730027;-1,636071
29,803528;-10,000000;-15,939621;-1,653845
29,721904;-10,000000;-18,550092;-1,652698
29,630829;-10,000000;-23,031321;-1,653271
29,532549;-10,000000;-24,639600;-1,653845
29,429966;-10,000000;-25,646565;-1,637791
29,325172;-10,000000;-26,252652;-1,654418
29,219839;-10,000000;-26,434001;-1,644671
29,114066;-10,000000;-26,505586;-1,653271
29,007197;-10,000000;-26,682163;-1,655565
28,898674;-10,000000;-26,968503;-1,631484
28,786556;-10,000000;-28,271352;-1,653845
28,669410;-10,000000;-29,378536;-1,626324
28,545615;-10,000000;-30,810238;-1,653271
28,414918;-10,000000;-32,366022;-1,653845
28,277842;-10,000000;-33,893171;-1,638938
28,135552;-10,000000;-35,157842;-1,652698
27,989331;-10,000000;-36,155261;-1,626897
27,841202;-10,000000;-36,933153;-1,652125
27,691909;-10,000000;-37,558330;-1,653845
27,542194;-10,000000;-37,625142;-1,638364
27,391635;-10,000000;-37,787402;-1,653845
27,239017;-10,000000;-38,183506;-1,635498
27,083362;-10,000000;-38,770504;-1,653845
26,922780;-10,000000;-39,682022;-1,654991
26,756089;-10,000000;-40,951464;-1,630337
26,582951;-10,000000;-42,349761;-1,653845
26,402912;-10,000000;-45,361108;-1,652698
26,217270;-10,000000;-46,587600;-1,653271
26,027257;-10,000000;-47,618426;-1,653271
25,833988;-10,000000;-48,386773;-1,635498
25,638491;-10,000000;-48,945137;-1,654991
25,441881;-10,000000;-49,360331;-1,654418
25,244696;-10,000000;-49,460550;-1,651551
25,045926;-10,000000;-49,637126;-1,654991
24,845046;-10,000000;-50,505693;-1,639511
24,640352;-10,000000;-51,402893;-1,654418
24,430596;-10,000000;-52,514849;-1,645244
24,215473;-10,000000;-53,669755;-1,653845
23,994124;-10,000000;-55,048962;-1,654418
23,766885;-10,000000;-56,370901;-1,634351
23,534128;-10,000000;-57,668978;-1,654418
23,296427;-10,000000;-58,924103;-1,650978
23,055587;-10,000000;-60,556244;-1,652698
22,812452;-10,000000;-61,090747;-1,654418
22,567866;-10,000000;-61,405721;-1,628617
22,322115;-10,000000;-61,706379;-1,653845
22,075031;-10,000000;-61,987947;-1,652125
21,826665;-10,000000;-62,274287;-1,652698
21,576189;-10,000000;-62,627441;-1,654991
21,322507;-10,000000;-63,147626;-1,634351
21,065467;-10,000000;-64,679548;-1,652698
20,805036;-10,000000;-65,424033;-1,653271
20,541397;-10,000000;-66,178063;-1,638938
20,273861;-10,000000;-66,932093;-1,654991
20,003726;-10,000000;-67,709985;-1,627471
19,731330;-10,000000;-68,211081;-1,649258
19,457432;-10,000000;-68,654908;-1,651551
19,182099;-10,000000;-68,864891;-1,653845
18,905265;-10,000000;-69,614149;-1,653845
18,626794;-10,000000;-69,962530;-1,629191
18,346432;-10,000000;-70,401585;-1,653845
18,062865;-10,000000;-71,026762;-1,653845
17,776176;-10,000000;-71,761703;-1,651551
17,486398;-10,000000;-72,491871;-1,647538
17,193904;-10,000000;-73,093186;-1,622884
16,898557;-10,000000;-73,704046;-1,653845
16,601051;-10,000000;-74,777823;-1,652125
16,301908;-10,000000;-75,173927;-1,651551
16,001128;-10,000000;-75,517536;-1,652698
15,697952;-10,000000;-76,085444;-1,633778
15,393189;-10,000000;-76,414736;-1,659005
15,086182;-10,000000;-76,906287;-1,652698
14,775817;-10,000000;-77,459879;-1,644098
14,462280;-10,000000;-78,261632;-1,663592
14,145131;-10,000000;-79,755375;-1,628044
13,824034;-10,000000;-80,643031;-1,652698
13,498650;-10,000000;-81,654767;-1,654418
13,170060;-10,000000;-82,394480;-1,637218
12,838500;-10,000000;-83,043519;-1,653271
12,503666;-10,000000;-83,788004;-1,633204
12,167314;-10,000000;-84,327279;-1,634924
11,829257;-10,000000;-84,723383;-1,650978
11,489040;-10,000000;-85,529909;-1,636071
11,147220;-10,000000;-85,897379;-1,664165
10,803561;-10,000000;-86,336434;-1,630337
