0.000304;0.40376;0;0.117825
0.000304;0.40376;0;0.124132
0.000304;0.40376;0;0.118971
0.000304;0.40376;0;0.117251
0.000304;0.40376;0;0.125852
0.000304;0.40376;0;0.117825
0.000304;0.40376;0;0.118971
0.000304;0.40376;0;0.118971
0.000304;0.40376;0;0.117251
0.000304;0.40376;0;0.122985
0.009906;10;2.715462;1.752462
0.039825;10;7.301683;1.753036
0.085961;10;11.028882;1.753036
0.139877;10;13.233704;1.751315
0.196729;10;14.08318;1.748449
0.250796;10;14.10227;1.753609
0.300662;10;13.238476;1.746729
0.343794;10;12.074025;1.754756
0.383822;10;10.041007;1.751889
0.421807;10;9.544683;1.748449
0.462932;10;10.079186;1.752462
0.512055;10;11.778139;1.745582
0.571016;10;13.648897;1.754182
0.643072;10;16.497985;1.751315
0.727751;10;19.375707;1.747875
0.823837;10;22.105487;1.752462
0.928716;10;26.424456;1.752462
1.038622;10;27.612769;1.750742
1.149997;10;27.96115;1.752462
1.261811;10;28.070914;1.749595
1.373557;10;28.075686;1.754182
1.485726;10;28.137727;1.748449
1.599716;10;28.309531;1.753609
1.717588;10;28.820172;1.752462
1.841552;10;31.292245;1.746155
1.972738;10;32.862345;1.751889
2.111029;10;34.513575;1.742715
2.255681;10;35.954823;1.753036
2.405244;10;37.15268;1.751315
2.557693;10;38.035564;1.746729
2.710665;10;38.43644;1.753036
2.863704;10;38.474619;1.752462
3.017115;10;38.550977;1.752462
3.171437;10;38.770504;1.751315
3.328374;10;39.305007;1.747875
3.490476;10;40.33106;1.751315
3.659597;10;41.781852;1.751889
3.836514;10;43.442627;1.752462
4.02219;10;45.284751;1.753609
4.215645;10;47.317768;1.745582
4.414011;10;49.937784;1.752462
4.616241;10;50.792033;1.754182
4.820293;10;51.283584;1.754182
5.023586;10;51.135642;1.752462
5.225867;10;50.992472;1.747302
5.427118;10;50.763399;1.752462
5.627492;10;50.395929;1.753609
5.830144;10;50.491376;1.753609
6.036491;10;51.932623;1.750742
6.248087;10;53.106619;1.746729
6.466095;10;54.524004;1.751889
6.690364;10;55.922301;1.751889
6.921501;10;57.482856;1.754182
7.158392;10;58.862063;1.750742
7.399417;10;59.988336;1.746155
7.642316;10;60.799634;1.752462
7.885654;10;61.176649;1.752462
8.129548;10;61.310274;1.750742
8.373712;10;61.343681;1.753036
8.618451;10;61.50594;1.746729
8.864336;10;61.649111;1.753036
9.113445;10;62.140662;1.752462
9.366401;10;62.971049;1.753036
9.624184;10;63.963696;1.753036
9.885746;10;65.801048;1.745582
10.15146;10;66.712565;1.752462
10.420633;10;67.581131;1.753036
10.692557;10;68.220625;1.750742
10.964902;10;68.421064;1.754182
11.238277;10;68.59764;1.748449
11.512749;10;68.82194;1.751315
11.788757;10;69.070102;1.754182
12.066131;10;69.762092;1.749022
12.346509;10;70.401585;1.754182
12.630988;10;71.370371;1.748449
12.919382;10;72.186441;1.749595
13.211117;10;73.035918;1.755329
13.507003;10;73.851988;1.750169
13.806501;10;74.749189;1.754756
14.108394;10;75.52708;1.747302
14.411807;10;76.290655;1.753036
14.716822;10;76.681987;1.754756
15.023171;10;76.968328;1.747875
15.329216;10;76.939694;1.753609
15.636527;10;77.078091;1.748449
15.94566;10;77.459879;1.751315
16.256717;10;77.927568;1.754182
16.570541;10;78.314128;1.748449
16.888027;10;79.869911;1.752462
17.209192;10;80.690754;1.745582
17.533007;10;81.277752;1.751889
17.860297;10;82.02701;1.757049
18.190744;10;82.752406;1.747302
18.522557;10;83.325087;1.753036
18.856277;10;83.611427;1.749022
19.191651;10;83.978898;1.753036
19.527682;10;84.494311;1.752462
19.864035;10;84.565896;1.743862
20.202041;10;84.852236;1.751315
20.541651;10;85.300836;1.754756
20.882526;10;85.520364;1.751889
21.226151;10;85.973736;1.756476
21.572629;10;86.713449;1.749022
21.921064;10;87.262269;1.755902
22.272165;10;88.297867;1.743288
22.625916;10;88.923044;1.750742
22.980797;10;89.137799;1.753609
23.337332;10;89.524359;1.752462
23.695942;10;89.996821;1.754182
24.054621;10;90.168625;1.749022
24.414547;10;90.24021;1.754182
24.775757;10;90.574274;1.751315
25.13754;10;90.946517;1.751315
25.501567;10;91.44284;1.748449
25.868717;10;92.206415;1.752462
26.237976;10;92.659787;1.747875
26.61066;10;93.294509;1.757622
26.986432;10;94.148758;1.750169
27.363707;10;94.616447;1.752462
27.744171;10;95.031641;1.734688
28.125984;10;95.971792;1.754756
28.508169;10;96.057695;1.763929
28.890945;10;96.248588;1.743862
29.273839;10;96.267678;1.751315
29.656327;10;96.105418;1.747302
30.040251;10;96.329718;1.746729
30.412716;-10;96.606514;-1.653845
30.738471;-10;90.679265;-1.648111
31.022629;-10;70.893137;-1.654418
31.271299;-10;62.942415;-1.652125
31.493121;-10;56.700192;-1.653845
31.698945;-10;52.572117;-1.652698
31.899504;-10;50.634546;-1.635498
32.101717;-10;50.381612;-1.653845
32.310714;-10;51.412438;-1.654418
32.526495;-10;53.06844;-1.656712
32.746747;-10;55.430749;-1.653845
32.966477;-10;55.335302;-1.627471
33.178241;-10;53.703162;-1.652698
33.374666;-10;50.653635;-1.653845
33.548175;-10;46.038781;-1.639511
33.693874;-10;40.254703;-1.653271
33.809687;-10;33.70705;-1.62575
33.894906;-10;26.992365;-1.653845
33.951285;-10;13.787295;-1.625177
33.983364;-10;8.37546;-1.654418
33.99435;-10;3.550622;-1.653271
33.992156;-10;0.109764;-1.637218
33.9876;-10;-1.20263;-1.653845
33.984394;-10;-1.049915;-1.630337
33.982723;-10;-0.59177;-1.654991
33.979686;-10;-0.415194;-1.653271
33.971434;-10;-2.138009;-1.637218
33.956162;-10;-3.722427;-1.653845
33.931828;-10;-5.722038;-1.629764
33.897082;-10;-7.960266;-1.654418
33.851233;-10;-10.432339;-1.652698
33.796356;-10;-12.804193;-1.636071
33.734914;-10;-14.517464;-1.653271
33.671008;-10;-15.715321;-1.634351
33.607356;-10;-15.944394;-1.654418
33.544462;-10;-15.848947;-1.652698
33.480776;-10;-15.882353;-1.635498
33.413091;-10;-16.679334;-1.653845
33.339566;-10;-17.815152;-1.638364
33.257199;-10;-19.495016;-1.654418
33.162952;-10;-21.790512;-1.653271
33.056286;-10;-24.525064;-1.636071
32.936389;-10;-30.318687;-1.653271
32.804055;-10;-33.120052;-1.641231
32.662423;-10;-35.258061;-1.654991
32.514615;-10;-36.852023;-1.653271
32.364444;-10;-37.596508;-1.634924
32.215202;-10;-37.773085;-1.653845
32.069554;-10;-37.238583;-1.646391
31.928512;-10;-36.269797;-1.654991
31.790829;-10;-34.570844;-1.653271
31.654547;-10;-34.260641;-1.631484
31.516476;-10;-34.556527;-1.653271
31.373055;-10;-35.615986;-1.654418
31.221754;-10;-37.176542;-1.655565
31.06026;-10;-39.223877;-1.652125
30.887865;-10;-41.705494;-1.630337
30.704822;-10;-44.086893;-1.652698
30.513105;-10;-48.315188;-1.652125
30.314824;-10;-49.756435;-1.642951
30.112222;-10;-50.792033;-1.652125
29.909368;3.084201;-51.407665;-1.627471
29.735657;10;-47.56593;1.406155
29.607491;10;-37.954434;1.752462
29.517463;10;-28.156816;1.753609
29.455802;10;-20.430395;1.753036
29.410897;10;-11.100467;1.748449
29.374279;10;-9.234481;1.752462
29.33577;10;-9.473098;1.752462
29.291794;10;-10.670956;1.749595
29.240629;10;-12.06448;1.751315
29.185059;10;-13.625036;1.745582
29.127465;10;-14.140449;1.753609
29.071372;10;-14.565187;1.751889
29.020697;10;-12.598982;1.753036
28.982914;10;-9.702171;1.751315
28.960234;10;-6.356759;1.745009
28.953754;10;-2.767958;1.753609
28.964891;10;1.212175;1.752462
28.988499;10;4.338059;1.752462
29.026333;10;7.249187;1.752462
29.078595;10;10.585054;1.742715
29.141421;10;15.939621;1.753036
29.213797;10;18.091948;1.749595
29.294595;10;20.000884;1.749595
29.382716;10;21.666432;1.754182
29.476322;10;23.00746;1.744435
29.574349;10;24.114643;1.754182
29.675649;10;24.978437;1.751315
29.779464;10;25.656109;1.747875
29.885979;10;26.796699;1.752462
29.993372;2.495804;27.006682;1.743862
30.087382;-6.754357;24.668234;0.474452
30.147002;-10;17.819924;-1.10285
30.165497;-10;8.537719;-1.646391
30.153718;-10;0.334064;-1.654418
30.128085;-10;-4.834382;-1.638364
30.104949;-10;-6.700368;-1.653845
30.094234;-9.396344;-2.467301;-1.654991
30.098554;-9.738762;0.935379;-1.536307
30.112206;-10;3.121111;-1.609123
30.131831;-10;4.633944;-1.630337
30.152773;-10;5.263893;-1.653271
30.169952;-10;4.920284;-1.653845
30.180144;-10;3.77015;-1.650405
30.180904;-10;1.942343;-1.652698
30.173597;-10;-1.923254;-1.628044
30.159017;-10;-3.521988;-1.638938
30.132371;-10;-6.108597;-1.654418
30.092867;-10;-9.115173;-1.636071
30.042377;-6.457411;-11.730416;-1.277723
29.989474;-1.532945;-13.458004;-0.118398
29.946122;3.307901;-12.618072;0.59371
29.920776;6.945402;-9.940788;1.231855
29.918666;8.995636;-0.214755;1.574148
29.930749;7.900632;2.992258;1.582749
29.942325;6.75161;3.140201;1.264536
29.942409;6.36372;1.05946;1.133811
29.932588;7.018647;-1.789628;1.244469
29.918869;8.174688;-3.15929;1.442277
29.908018;9.421674;-3.407452;1.654991
29.905234;10;-2.252545;1.747875
29.910887;9.800409;1.369662;1.753036
29.922666;8.764916;2.829999;1.718634
29.942156;7.085177;4.590993;1.5386
29.963706;-10.000305;5.817485;-0.00774
29.957074;-10;1.727588;-1.645818
29.92518;-10;-5.254348;-1.652698
29.881457;-10;-9.57809;-1.654991
29.837194;-10;-11.300905;-1.637791
29.801554;-10;-8.800198;-1.654418
29.779498;-10;-5.760216;-1.627471
29.769154;-10;-2.982714;-1.638364
29.765188;-10;-1.250354;-1.654418
29.761324;-10;-0.768347;-1.627471
29.751131;-10;-1.565328;-1.654991
29.731303;-10;-3.488582;-1.653271
29.699662;-10;-5.741127;-1.639511
29.653594;-10;-11.797229;-1.653845
29.592709;-10;-15.133096;-1.633204
29.518678;-10;-18.082403;-1.654418
29.434691;-10;-20.492435;-1.653271
29.344562;-10;-22.220023;-1.653271
