     Temps  Consigne  Position  Commande   Courant  Vit. Axe    Moteur
      1702      47.8      48.1      -2.6       150     -0.50       -57
      1722      47.3      47.7      -2.7       150     -0.50       -56
      1740      46.7      47.2      -3.6       100     -0.49       -53
      1759      46.2      46.6      -3.1       100     -0.53       -53
      1776      45.6      46.2      -4.0        50     -0.49       -55
      1797      45.1      45.4      -2.6       100     -0.50       -57
      1817      44.5      45.0      -3.3       100     -0.49       -58
      1836      43.9      44.4      -3.4       100     -0.53       -58
      1857      43.4      43.8      -2.9       150     -0.49       -56
      1875      42.8      43.2      -2.4       150     -0.49       -55
      1894      42.4      42.7      -2.6       150     -0.53       -55
      1912      41.8      42.3      -2.9       150     -0.49       -56
      1930      41.3      41.6      -2.3       200     -0.51       -55
      1949      40.7      41.1      -3.1       200     -0.52       -56
      1970      40.2      40.5      -2.0       250     -0.50       -55
      1987      39.7      39.9      -1.6       300     -0.53       -53
      2005      39.2      39.5      -2.0       350     -0.51       -50
      2021      38.7      38.9      -1.4       300     -0.50       -50
      2039      38.2      38.4      -1.8       250     -0.52       -50
      2057      37.7      38.0      -2.1       250     -0.48       -50
      2074      37.1      37.4      -2.1       200     -0.51       -53
      2095      36.6      37.0      -2.4       200     -0.51       -53
      2113      36.1      36.4      -2.0       250     -0.52       -52
      2131      35.5      35.8      -2.1       200     -0.52       -53
      2151      35.0      35.2      -1.4       300     -0.49       -53
      2169      34.4      34.6      -1.4       400     -0.53       -50
      2190      33.9      34.2      -1.8       350     -0.49       -48
      2208      33.3      33.5      -1.1       350     -0.51       -47
      2228      32.8      33.0      -2.0       300     -0.51       -47
      2247      32.2      32.5      -2.0       300     -0.48       -48
      2268      31.6      31.8      -1.3       350     -0.51       -51
      2288      31.1      31.4      -1.6       300     -0.53       -52
      2305      30.6      30.8      -1.6       500     -0.51       -49
      2324      30.0      30.2      -1.1       550     -0.51       -46
      2345      29.4      29.6      -1.1       400     -0.49       -45
      2365      28.9      29.0      -1.1       350     -0.49       -45
      2384      28.3      28.6      -2.0       250     -0.51       -48
      2405      27.7      28.0      -2.0       300     -0.54       -51
      2425      27.2      27.4      -0.9       600     -0.48       -49
      2442      26.7      26.7      -0.3       600     -0.49       -45
      2461      26.1      26.3      -1.8       400     -0.51       -45
      2482      25.5      25.8      -1.8       400     -0.49       -47
      2502      25.0      25.1      -0.8       550     -0.49       -45
      2520      24.5      24.7      -0.9       500     -0.50       -42
      2537      24.0      24.2      -1.3       350     -0.49       -45
      2555      23.5      23.6      -0.8       450     -0.54       -48
      2573      23.0      23.2      -1.1       500     -0.52       -48
      2590      22.5      22.5      -0.5       600     -0.51       -45
      2609      21.9      22.0      -0.7       600     -0.51       -44
      2630      21.3      21.4      -0.7       600     -0.51       -43
      2650      20.7      20.9      -0.8       600     -0.48       -42
      2669      20.2      20.3      -0.8       550     -0.52       -41
      2690      19.7      19.8      -1.1       450     -0.49       -44
      2706      19.1      19.3      -1.1       500     -0.53       -46
      2727      18.5      18.7      -1.1       550     -0.50       -46
      2746      18.0      18.1      -0.7       700     -0.50       -44
      2767      17.5      17.5      -0.1       750     -0.50       -42
      2785      17.0      17.0      -0.5       700     -0.51       -39
      2801      16.5      16.6      -0.8       600     -0.51       -38
      2819      16.0      16.0      -0.3       600     -0.48       -38
      2837      15.4      15.5      -0.5       600     -0.52       -40
      2858      14.8      15.0      -1.1       550     -0.49       -41
      2877      14.3      14.3      -0.5       650     -0.51       -42
      2896      13.8      13.9      -0.8       650     -0.53       -42
      2914      13.2      13.3      -0.5       650     -0.51       -43
      2932      12.7      12.7       0.1       750     -0.51       -43
      2953      12.2      12.1       0.5       750     -0.52       -40
      2970      11.7      11.6       0.3       700     -0.51       -40
      2988      11.1      11.1       0.1       700     -0.52       -40
      3008      10.6      10.5       0.7       750     -0.54       -40
      3026      10.0      10.0       0.5       700     -0.51       -42
      3044       9.5       9.3       1.6       750     -0.57       -41
      3062       9.0       8.8       1.3       750     -0.51       -42
      3080       8.5       8.1       2.6       850     -0.54       -40
      3101       8.0       7.6       2.3       900     -0.51       -38
      3118       7.4       7.1       2.6      1000     -0.51       -35
      3136       6.9       6.6       2.0       850     -0.49       -33
      3156       6.4       6.1       2.4       900     -0.49       -32
      3175       5.9       5.6       2.3       850     -0.53       -33
      3192       5.4       5.1       2.3       850     -0.48       -34
      3210       5.0       4.5       3.4      1050     -0.44       -31
      3231       4.5       4.0       3.6      1100     -0.47       -28
      3249       4.1       3.7       2.7      1000     -0.43       -26
      3265       3.7       3.3       3.3      1050     -0.42       -25
      3283       3.4       2.9       3.3      1000     -0.42       -25
      3301       3.0       2.5       3.4      1150     -0.38       -23
      3318       2.7       2.1       3.6      1150     -0.39       -22
      3336       2.3       1.9       2.9      1000     -0.35       -22
      3357       2.0       1.4       4.0      1100     -0.35       -21
      3377       1.7       1.1       4.0      1150     -0.31       -19
      3394       1.4       0.8       4.0      1200     -0.30       -16
      3412       1.1       0.7       3.4      1100     -0.30       -14
      3431       0.9       0.4       3.8      1050     -0.29       -16
      3449       0.7       0.1       4.0      1200     -0.28       -14
      3468       0.5      -0.2       4.6      1250     -0.23       -14
      3487       0.3      -0.5       5.3      1450     -0.21        -9
      3507       0.1      -0.6       4.7      1350     -0.21        -7
      3525       0.0      -0.7       4.6      1250     -0.18        -7
      3542      -0.1      -0.8       4.9      1250     -0.16        -6
      3561      -0.2      -0.9       4.9      1250     -0.15        -6
      3579      -0.3      -1.0       4.9      1350     -0.12        -4
      3597      -0.4      -1.1       5.1      1350     -0.14        -3
      3616      -0.4      -1.1       4.7      1300     -0.08        -2
      3634      -0.5      -1.3       5.9      1400     -0.10        -1
      3655      -0.5      -1.2       5.3      1500     -0.07         1
      3672      -0.5      -1.3       5.9      1550     -0.06         1
      3692      -0.5      -1.3       5.9      1550     -0.05         1
      3711      -0.5      -1.3       5.9      1550     -0.02         1
      3729      -0.5      -1.3       5.9      1600     -0.04         1
      3750      -0.5      -1.2       5.3      1500     -0.00         1
      3767      -0.5      -1.3       5.9      1450     -0.04         1
      3785      -0.5      -1.2       5.3      1500     -0.02         1
      3803      -0.5      -1.3       5.9      1550     -0.02         1
      3821      -0.5      -1.3       5.9      1550     -0.01         2
      3837      -0.5      -1.3       5.9      1650     -0.01         1
      3856      -0.5      -1.3       5.9      1600     -0.01         1
      3876      -0.5      -1.3       5.9      1650     -0.01         1
      3894      -0.5      -1.3       5.9      1550     -0.01         1
      3913      -0.5      -1.3       5.9      1600     -0.00         1
      3930      -0.5      -1.3       5.9      1600     -0.00         1
      3948      -0.5      -1.3       5.9      1500     -0.00         1
      3966      -0.5      -1.3       5.9      1600      0.00         1
      3984      -0.5      -1.3       5.9      1600      0.00         1
