0 ; 409
0 ; 411
1 ; 414
1 ; 417
1 ; 420
2 ; 423
2 ; 426
3 ; 429
3 ; 432
3 ; 434
4 ; 436
4 ; 438
5 ; 439
5 ; 440
5 ; 441
6 ; 440
6 ; 440
7 ; 437
8 ; 433
9 ; 428
9 ; 422
10 ; 417
11 ; 410
12 ; 403
13 ; 397
14 ; 392
14 ; 389
15 ; 387
16 ; 387
17 ; 389
18 ; 392
19 ; 396
19 ; 402
20 ; 408
21 ; 415
22 ; 421
23 ; 427
24 ; 431
24 ; 434
25 ; 435
26 ; 434
27 ; 431
28 ; 427
28 ; 421
29 ; 415
30 ; 408
31 ; 401
32 ; 395
33 ; 390
33 ; 386
34 ; 382
35 ; 382
36 ; 383
37 ; 385
38 ; 389
38 ; 394
39 ; 400
40 ; 407
41 ; 413
43 ; 420
44 ; 425
44 ; 428
45 ; 430
46 ; 430
47 ; 428
48 ; 424
49 ; 419
49 ; 413
50 ; 406
51 ; 400
52 ; 393
53 ; 387
54 ; 382
54 ; 379
55 ; 377
56 ; 377
57 ; 379
58 ; 382
59 ; 386
59 ; 392
60 ; 398
61 ; 404
62 ; 411
63 ; 417
64 ; 421
64 ; 424
65 ; 425
66 ; 424
67 ; 421
68 ; 417
69 ; 411
69 ; 404
70 ; 398
71 ; 392
72 ; 385
73 ; 379
73 ; 376
74 ; 373
75 ; 372
76 ; 373
77 ; 375
78 ; 379
78 ; 384
79 ; 390
80 ; 396
81 ; 403
82 ; 409
83 ; 415
83 ; 418
84 ; 420
86 ; 420
87 ; 418
88 ; 415
89 ; 409
89 ; 403
90 ; 396
91 ; 390
92 ; 384
93 ; 377
94 ; 373
94 ; 369
95 ; 368
96 ; 367
97 ; 369
98 ; 372
99 ; 377
99 ; 382
100 ; 388
101 ; 395
102 ; 403
103 ; 409
104 ; 412
105 ; 415
106 ; 415
107 ; 412
108 ; 408
108 ; 402
109 ; 395
110 ; 387
111 ; 380
112 ; 374
113 ; 368
114 ; 365
115 ; 362
116 ; 363
117 ; 365
118 ; 369
118 ; 375
119 ; 382
120 ; 388
121 ; 396
122 ; 403
123 ; 407
124 ; 410
125 ; 411
126 ; 409
128 ; 406
129 ; 400
130 ; 393
130 ; 386
131 ; 379
132 ; 371
133 ; 366
134 ; 362
135 ; 358
136 ; 358
137 ; 360
138 ; 363
139 ; 369
140 ; 375
140 ; 382
141 ; 389
142 ; 396
143 ; 401
144 ; 405
145 ; 407
146 ; 406
147 ; 403
148 ; 398
149 ; 391
150 ; 384
151 ; 377
151 ; 369
152 ; 363
153 ; 358
154 ; 355
155 ; 353
156 ; 354
157 ; 357
158 ; 362
159 ; 368
160 ; 374
161 ; 381
161 ; 389
162 ; 395
163 ; 399
164 ; 402
165 ; 402
166 ; 400
167 ; 396
168 ; 389
169 ; 382
