Position - Lacet;D.A.C. - Lacet;Vitesse - Lacet;Courant moteur - Lacet
PL00_094.CRB;DL00_094.CRB;VL00_094.CRB;CL00_094.CRB
3.978000;3.978000;3.978000;3.978000
deg.;V;deg./s;A
30.522977;-10;-48.162473;-1.653845
30.323194;-10;-50.090499;-1.628044
30.114669;-10;-52.02807;-1.652698
29.899277;4.165471;-54.061087;0.716408
29.708505;10;-51.517429;1.752462
29.558655;10;-42.841312;1.743288
29.444512;10;-33.969529;1.739848
29.358754;10;-26.481724;1.745009
29.292756;10;-16.369132;1.742715
29.237608;10;-13.9591;1.737555
29.187371;10;-12.761242;1.743288
29.137337;10;-12.412861;1.735261
29.085126;10;-13.004631;1.745582
29.032222;10;-13.271882;1.743288
28.984989;10;-13.052355;1.736981
28.948522;10;-11.181597;1.744435
28.930162;10;-4.333286;1.735835
28.935006;10;0.91629;1.744435
28.962174;10;5.917704;1.742715
29.01042;10;10.651867;1.735835
29.079793;10;15.38603;1.742715
29.167172;10;19.824308;1.742715
29.268658;10;23.494238;1.738702
29.378953;10;26.295603;1.743862
29.492235;10;28.462246;1.735835
29.604403;10;28.20454;1.745009
29.714411;10;27.722533;1.732395
29.823677;10;27.455282;1.743862
29.934478;10;27.670037;1.744435
30.045414;2.724693;28.20454;0.315633
30.139408;-7.339091;26.892146;-1.20032
30.199517;-10;21.585302;-1.654418
30.228913;-10;7.029659;-1.653271
30.236237;-10;2.071196;-1.654991
30.232676;-10;-0.744485;-1.638364
30.230854;-10;-0.777892;-1.654991
30.232642;-10;0.229072;-1.638938
30.234971;-10;0.59177;-1.653271
30.235157;-10;0.396104;-1.654991
30.233908;-10;0;-1.638938
30.229183;-10;-1.293305;-1.653271
30.217286;-10;-2.85386;-1.638938
30.194809;-10;-5.106406;-1.652698
30.158038;-10;-8.165477;-1.653845
30.104291;-10;-11.873586;-1.629191
30.036741;-6.914579;-15.424209;-1.11833
29.965815;-0.357372;-17.920143;0.008314
29.910718;6.136967;-17.137479;1.087369
29.886418;10;-5.626591;1.743288
29.890637;10;0.792209;1.746155
29.909655;10;4.395327;1.743288
29.931677;8.925748;5.64568;1.620017
29.944637;7.27897;4.500318;1.28231
29.942038;6.835536;1.212175;1.206627
29.932284;7.432783;-1.632141;1.304671
29.925281;8.366955;-2.553203;1.467504
29.928336;8.552202;0.940151;1.554654
29.942308;7.326273;3.350184;1.499612
29.966237;5.267495;5.626591;1.290337
29.998401;2.504654;7.549845;0.937723
30.035964;-1.041902;9.081766;0.342007
30.069832;-4.504837;9.463554;-0.718702
30.091719;-7.216712;7.411447;-1.179106
30.101237;-8.91232;4.633944;-1.469798
30.100393;-9.476608;-0.310202;-1.564975
30.095398;-9.032868;-1.212175;-1.566121
30.092006;-8.662679;-1.011736;-1.489292
30.09069;-8.503983;-0.434283;-1.413609
30.088648;-8.390454;-0.310202;-1.399848
30.081409;-8.023621;-1.002192;-1.319005
30.065107;-7.065035;-2.620016;-1.155025
30.038091;-5.306253;-4.805748;-0.854587
30.004442;0.452895;-8.51863;-0.395329
29.971502;3.720206;-8.318192;0.045582
29.945869;6.248665;-6.910351;0.68774
29.931154;7.904294;-4.52418;1.10629
29.928994;8.484146;-1.584417;1.388381
29.933837;8.246406;0.649038;1.45833
29.936604;7.851802;1.078549;1.400995
29.936284;7.656178;0.534502;1.344233
29.935474;7.813349;-0.133626;1.363727
29.937111;7.672048;0.38656;1.374047
29.940958;7.38731;0.777892;1.343086
29.950341;6.667989;1.966205;1.299511
29.966287;5.431379;3.378818;1.177386
29.989507;3.632923;4.915512;0.967538
30.018262;1.275369;6.442661;0.483626
30.047524;-1.672414;7.444853;0.001433
30.061125;-10;3.01612;-1.682513
30.051979;-10;-2.123692;-1.646964
30.032505;-10;-4.676895;-1.654418
30.01158;-10;-5.306844;-1.652698
29.994772;-10;-4.743708;-1.639511
29.983972;-10;-3.479037;-1.653845
29.977357;-10;-2.190505;-1.642951
29.970844;-10;-1.565328;-1.654418
29.959588;-10;-2.920673;-1.652698
29.938376;-10;-5.182763;-1.636071
29.905149;-10;-7.812323;-1.652698
29.857984;-10;-10.814126;-1.653271
29.795192;-10;-14.235895;-1.653845
29.718326;-10;-17.619486;-1.652698
29.628585;-10;-20.669012;-1.633778
29.528651;-10;-23.351068;-1.653271
29.422136;-10;-26.868284;-1.631484
29.311841;-10;-27.698671;-1.654418
29.199184;-10;-28.194995;-1.652698
29.084434;-10;-28.691319;-1.652125
28.967456;-10;-29.24491;-1.654991
28.846648;-10;-29.841453;-1.630911
28.721284;-10;-30.724336;-1.654991
28.590266;-10;-31.907877;-1.653845
28.453275;-10;-34.537437;-1.653845
28.310074;-10;-35.916644;-1.654418
28.161557;-10;-37.138363;-1.629191
28.008112;-10;-38.207368;-1.654418
27.84915;-10;-39.424315;-1.653271
27.684754;-10;-40.622173;-1.638938
27.514502;-10;-41.915478;-1.653845
27.3375;-10;-43.18492;-1.626324
27.152786;-10;-46.573283;-1.654418
26.959686;-10;-48.415407;-1.653271
26.757742;-10;-50.405473;-1.639511
26.547699;-10;-52.281004;-1.654418
26.332003;-10;-53.722251;-1.627471
26.112274;-10;-54.791256;-1.653845
25.890637;-10;-55.49279;-1.653271
25.668562;-10;-55.812537;-1.638938
25.446994;-10;-55.669366;-1.654991
25.226404;-10;-55.497562;-1.648685
25.00551;-10;-55.430749;-1.653271
24.78276;-10;-55.836398;-1.653271
24.555707;-10;-56.571339;-1.637218
24.322629;-10;-57.821693;-1.653271
24.08292;-10;-59.172265;-1.649258
23.836022;-10;-60.771;-1.654418
23.582492;-10;-63.84916;-1.653845
23.322617;-10;-65.261773;-1.636644
23.059029;-10;-66.135112;-1.653271
22.792759;-10;-66.774606;-1.653845
22.524902;-10;-67.17071;-1.653845
22.255644;-10;-67.519091;-1.654418
21.985729;-10;-67.767253;-1.636071
21.714531;-10;-67.939057;-1.654991
21.441189;-10;-68.750355;-1.652125
21.164608;-10;-69.499613;-1.652698
20.884736;-10;-70.167741;-1.653845
20.600696;-10;-71.136526;-1.632057
20.312269;-10;-72.043271;-1.653845
20.018947;-10;-73.164771;-1.652125
19.722302;-10;-74.023793;-1.653845
19.42218;-10;-74.844636;-1.653271
19.118194;-10;-76.448142;-1.632631
18.811102;-10;-77.173538;-1.654418
18.500417;-10;-77.956202;-1.657858
18.185344;-10;-78.829541;-1.656138
17.865326;-10;-80.003537;-1.649831
17.540584;-10;-81.010501;-1.632631
17.211201;-10;-82.103367;-1.653271
16.877025;-10;-83.091242;-1.656712
16.539255;-10;-84.919049;-1.629764
16.198481;-10;-85.606266;-1.654991
15.854434;-10;-86.379386;-1.630337
15.508412;-10;-86.904343;-1.653271
15.160348;-10;-87.271813;-1.682513
14.810074;-10;-87.687007;-1.640084
14.457437;-10;-88.374224;-1.650405
14.102505;-10;-88.746467;-1.682513
13.744063;-10;-90.139991;-1.650405
13.381993;-10;-91.003785;-1.646964
13.016346;-10;-91.700547;-1.658432
12.646884;-10;-92.573885;-1.653271
12.273997;-10;-93.490175;-1.635498
11.898394;-10;-94.115351;-1.644671
11.519533;-10;-94.70235;-1.613136
11.138226;-10;-95.413428;-1.609123
10.754859;-10;-96.429937;-1.682513
10.369384;-10;-96.849903;-1.581029
9.981883;-10;-97.408267;-1.682513
9.593657;-10;-97.494169;-1.60511
9.201701;-10;-98.028672;-1.682513
8.808902;-10;-98.887693;-1.438836
8.415596;-10;-98.639531;-1.682513
8.018156;-10;-99.121538;-1.682513
7.622556;-10;-99.426968;-1.427943
7.224272;-10;-100.061689;-1.682513
6.823642;-10;-100.758451;-1.330472
6.424667;-10;-100.243038;-1.659005
6.020662;-10;-101.073426;-1.505919
5.616844;-10;-101.789277;-1.214081
5.211186;-10;-101.32636;-1.682513
4.801376;-10;-102.404909;-1.425076
4.392394;-10;-102.767607;-0.947471
3.978956;-10;-103.865246;-1.492732
3.565198;-10;-104.146814;-1.231855
3.151862;-10;-103.660035;-1.499612
2.735977;-10;-104.509512;-1.294924
2.322776;-10;-104.32339;-1.231855
1.907314;-10;-103.836612;-1.316712
1.492189;-10;-104.581097;-1.179106
1.078042;-10;-104.108635;-1.617723
0.660994;-10;-104.810169;-1.152159
0.245902;-10;-104.504739;-1.005953
-0.171011;4.446547;-104.523829;-1.353406
-0.571134;10;-103.702986;1.733541
-0.926826;10;-95.084137;1.742142
-1.241831;10;-85.257885;1.745009
-1.521298;10;-76.553134;1.740422
-1.772347;10;-62.746749;1.745009
-2.003737;10;-58.370512;1.742715
-2.222707;10;-55.464156;1.743288
-2.436142;10;-53.884511;1.743862
-2.644599;10;-52.949132;1.732395
-2.846728;10;-51.64151;1.746155
-3.038901;10;-49.999824;1.743862
-3.214687;10;-47.389353;1.736981
-3.369161;10;-38.512798;1.743862
-3.498289;10;-32.852801;1.733541
-3.598729;10;-26.515131;1.745582
-3.669654;10;-19.82908;1.743862
-3.711555;10;-13.276655;1.735835
-3.729392;10;-7.325545;1.743862
-3.729594;10;-2.600926;1.733541
-3.719756;10;0.954468;1.745009
-3.704602;10;3.860824;1.743862
-3.68334;10;5.19708;1.737555
-3.654315;10;6.943757;1.743288
-3.615722;10;9.081766;1.736408
-3.56697;10;11.119556;1.745582
-3.505899;10;13.873197;1.743288
-3.433826;10;16.402539;1.738128
-3.352843;10;18.845978;1.745009
-3.265363;10;22.033902;1.738702
-3.174474;10;22.859517;1.745009
-3.082573;10;23.055183;1.743862
-2.991127;10;23.064728;1.737555
-2.90007;10;22.912013;1.743862
-2.807173;10;22.98837;1.744435
-2.708792;10;23.775807;1.745009
-2.600775;10;25.260005;1.742715
-2.479157;10;30.776832;1.736981
-2.341963;10;34.23678;1.743288
-2.189109;10;37.820808;1.744435
-2.02149;10;41.137586;1.743288
-1.841214;10;44.153706;1.742715
-1.652636;10;46.573283;1.737555
-1.460278;10;47.852271;1.743862
-1.267329;10;48.510854;1.743288
-1.077283;10;47.690011;1.746729
-0.890932;10;46.859624;1.746155
-0.705611;10;46.601917;1.743862
-0.518619;10;46.821445;1.745009
-0.326531;10;47.637515;1.734115
-0.125482;10;49.322152;1.744435
0.084358;6.971648;51.555608;1.228988
0.284141;-10;53.049351;-1.654991
0.445416;-10;39.996996;-1.653271
0.572552;-10;32.399428;-1.636071
0.67122;-10;25.775418;-1.652698
0.750077;-10;21.012621;-1.654418
0.818691;-10;17.996501;-1.638938
0.883018;-10;16.483668;-1.654418
0.946856;-10;16.097109;-1.646391
1.013209;-10;16.206873;-1.653271
1.077317;-10;16.097109;-1.654991
1.132059;-10;13.954327;-1.637218
1.172306;-10;10.775948;-1.653845
1.193535;-10;6.78627;-1.648111
1.192472;-10;2.080741;-1.652698
1.170754;-10;-3.054299;-1.654991
1.130102;-10;-7.368496;-1.636644
1.071495;-10;-11.47271;-1.653271
0.997751;-10;-18.731441;-1.649831
0.911722;-10;-21.446904;-1.653271
0.816564;-10;-23.613547;-1.654991
0.714994;-10;-25.164558;-1.635498
0.609154;-10;-26.243107;-1.653271
0.499483;-10;-27.083039;-1.653271
0.386404;-10;-27.908655;-1.653845
0.269595;-10;-28.691319;-1.654418
0.148702;-10;-30.418906;-1.632057
0.023439;-2.931303;-31.464049;-1.653845
-0.094247;8.388012;-30.323459;-0.450944
-0.178217;10;-24.062147;1.476105
-0.223729;10;-14.932657;1.743862
-0.238106;10;-7.311228;1.740995
-0.232099;10;-1.131045;1.743288
-0.221889;10;2.204822;1.736981
-0.216827;10;1.135817;1.746729
-0.219088;10;-0.52973;1.743862
-0.223526;10;-1.05946;1.739848
-0.227745;10;-1.188313;1.743862
-0.227576;10;-0.491551;1.739848
-0.224218;10;0.458145;1.744435
-0.214363;10;1.383979;1.745009
-0.195109;10;3.039982;1.734688
-0.163806;10;8.079575;1.743862
-0.115357;10;11.911765;1.743862
-0.048735;7.883236;16.05893;1.745582
0.031691;0.510575;19.537967;1.383221
0.107173;-6.846522;20.105876;0.082277
0.158422;-10;16.483668;-1.438836
0.182233;-10;10.055324;-1.653271
0.186317;-10;4.342831;-1.649831
0.180799;-10;-1.336256;-1.654418
0.177694;-10;-0.873339;-1.632057
0.178504;-10;-0.004772;-1.654991
0.179837;-10;0.472462;-1.652698
0.179044;-10;0.133626;-1.653271
0.175753;-10;-0.458145;-1.654991
0.165966;-10;-1.379207;-1.640084
0.143505;-10;-3.15929;-1.653845
0.103376;-9.754326;-10.370299;-1.653845
0.0432;-4.304025;-14.894479;-1.61199
-0.026207;2.281259;-17.385641;-0.687167
-0.086417;8.28486;-16.407311;1.083929
-0.121027;10;-11.420214;1.746729
-0.126849;10;-5.044365;1.744435
-0.111696;10;1.002192;1.746155
-0.087767;10;4.758025;1.743288
-0.063889;7.778558;5.941565;1.731248
-0.045259;6.0271;4.786659;1.366594
-0.036804;5.094455;2.54843;1.070169
-0.036416;4.867397;0.620404;0.910202
-0.035876;4.935453;-0.186121;0.871214
-0.031033;4.731285;0.558364;0.84656
-0.018596;4.043092;1.880303;0.731315
0.002059;2.672506;3.746288;0.498533
0.026072;-1.754509;6.017923;0.112091
0.050254;-3.994873;6.122914;-0.254283
0.070284;-5.92822;5.282982;-0.625818
0.082957;-7.297281;3.741516;-0.963524
0.086957;-7.983337;1.87553;-1.27027
0.084274;-7.972961;-0.028634;-1.309258
0.081;-7.65862;-0.859022;-1.274857
0.078874;-7.368694;-0.792209;-1.192293
0.077186;-7.043977;-0.434283;-1.179106
0.0729;-6.671957;-1.016509;-1.149865
0.062674;-5.851314;-2.243001;-0.998499
0.044702;-4.393139;-3.984905;-0.698634
0.020537;-2.353282;-5.574095;-0.696914
-0.00756;0.073855;-6.633555;-0.022647
-0.033564;2.932524;-7.201464;0.540961
-0.048988;5.108493;-5.946338;0.913069
-0.053274;6.680197;-0.944924;1.120624
-0.050051;6.385083;0.806526;1.180253
-0.047301;6.096683;0.787436;1.09769
-0.047756;6.109195;-0.033406;1.083356
-0.048566;6.187628;-0.214755;1.081636
-0.047756;6.192816;-0.014317;1.09769
-0.045664;6.051515;0.38656;1.070742
-0.040112;5.805231;0.6729;1.031181
-0.027641;4.027528;3.226103;0.931416
-0.008252;2.274239;4.791431;0.730169
0.014242;-0.00824;5.626591;0.320793
0.035252;-2.007813;5.464331;-0.059342
0.052296;-3.764458;4.800976;-0.296712
0.062606;-5.030366;3.459948;-0.809865
0.066825;-5.744804;1.951888;-0.924536
0.066977;-5.987426;0.663356;-0.973271
0.066977;-5.987426;0;-0.958364
0.066977;-5.987426;0;-0.973271
0.066977;-5.987426;0;-0.971551
0.066184;-5.905332;-0.2243;-0.960658
0.063652;-5.793634;-0.30543;-0.957791
0.058084;-5.428632;-0.997419;-0.858027
0.048634;-4.780725;-1.770539;-0.76801
0.035353;-3.823664;-2.615243;-0.60403
0.018832;-1.00528;-4.15671;-0.374115
0.00054;0.671102;-4.581448;-0.125278
-0.017162;2.571184;-4.581448;0.143052
-0.026966;3.734245;-3.17838;0.610911
-0.027422;4.111454;-1.030826;0.743929
-0.022494;3.80047;0.849477;0.693474
-0.01836;3.328959;1.288532;0.610337
-0.018056;3.00943;0.873339;0.557588
-0.019204;3.154393;-0.324519;0.560455
-0.019136;3.224281;-0.190894;0.581096
-0.017415;3.030488;0.52973;0.572496
-0.013331;2.702109;0.8972;0.559882
-0.007239;2.226936;1.298077;0.504267
0.000422;1.577502;1.775311;0.42285
0.008201;0.630818;1.975749;0.152226
0.015036;-0.078127;1.937571;0.085143
0.021212;-1.251564;1.541466;0.019781
0.025987;-1.694998;1.212175;-0.16828
0.029261;-2.02002;0.887656;-0.243963
0.030797;-2.208625;0.515413;-0.297858
0.030004;-2.243416;0.095447;-0.327099
0.029244;-2.161321;-0.2243;-0.322513
0.027354;-2.02002;-0.38656;-0.294418
0.024992;-1.841792;-0.486779;-0.268617
0.021634;-1.295206;-0.878111;-0.229056
0.016487;-0.839259;-1.245581;-0.16828
0.008994;-0.179449;-1.803945;-0.09833
-0.000253;0.630818;-2.214367;0.022647
-0.009787;1.781671;-2.534113;0.344874
-0.014546;2.48909;-1.932798;0.468718
-0.01323;2.728355;-0.653811;0.510573
-0.00918;2.448805;0.763575;0.460691
-0.00621;1.809748;0.75403;0.403356
-0.005383;1.723991;0.233845;0.351754
-0.005383;1.723991;0;0.337993
-0.005197;1.713614;0.028634;0.339713
-0.003122;1.598254;0.314975;0.336273
0.000557;1.343425;0.696762;0.292698
0.005569;0.728782;1.069005;0.16828
0.010834;0.246895;1.317166;0.10005
0.016234;-0.736412;1.379207;0.061636
0.021516;-1.237526;1.369662;-0.07941
0.025481;-1.612903;1.026053;-0.165413
0.027692;-1.878414;0.725396;-0.229629
0.028097;-1.963866;0.233845;-0.281231
0.027304;-1.882076;-0.2243;-0.26575
0.026747;-1.882076;0;-0.274924
0.025903;-1.812189;-0.190894;-0.256577
0.024502;-1.592151;-0.372243;-0.249696
0.022714;-1.427961;-0.4486;-0.224469
0.020537;-1.235694;-0.524958;-0.190067
